config_id,result_path,run_dir,status,started_at,finished_at,duration_seconds,game_label,game_type,experiment_family,n_agents,m_items,n_issues,m_projects,competition_key,competition_value,competition_level,rho,theta,sigma,alpha,random_seed,seed_replicate,heterogeneous_run_index,heterogeneous_draw_seed,adversary_model,adversary_position,model_order,max_tokens_voting,parallel_phases,consensus_reached,final_round,audit_strict_voting_clean,strict_voting_clean,audit_synthetic_vote_count,audit_strict_bad_count,token_limit_marker_count,vote_fallback_log_marker_count,synthetic_vote_marker_count,synthetic_proposal_marker_count,provider_degradation_marker_count,agent_id,agent_index,model,model_short,role,elo,final_utility
226,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0226_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0226_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_first_seed2,SUCCESS,2026-04-27T14:37:11.578652,2026-04-27T15:54:20.776201,4629.197549,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,582986750,2.0,,,gemini-2.5-pro,first,adversary_first,768,True,True,1,False,False,4,7,227,4,8,0,0,Agent_4,4,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
227,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1,SUCCESS,2026-04-27T15:04:52.330951,2026-04-27T16:03:02.827674,3490.496723,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,319252271,1.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,3,8,198,2,6,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
227,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1,SUCCESS,2026-04-27T15:04:52.330951,2026-04-27T16:03:02.827674,3490.496723,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,319252271,1.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,3,8,198,2,6,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
227,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1,SUCCESS,2026-04-27T15:04:52.330951,2026-04-27T16:03:02.827674,3490.496723,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,319252271,1.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,3,8,198,2,6,0,0,Agent_3,3,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
227,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0227_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed1,SUCCESS,2026-04-27T15:04:52.330951,2026-04-27T16:03:02.827674,3490.496723,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,319252271,1.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,3,8,198,2,6,0,0,Agent_4,4,gemini-2.5-pro,Gemini 2.5 Pro,adversary,1448,100.0
228,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2,SUCCESS,2026-04-27T15:04:51.966280,2026-04-27T15:57:29.377610,3157.41133,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,21804074,2.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,4,17,186,3,8,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
228,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2,SUCCESS,2026-04-27T15:04:51.966280,2026-04-27T15:57:29.377610,3157.41133,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,21804074,2.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,4,17,186,3,8,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
228,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2,SUCCESS,2026-04-27T15:04:51.966280,2026-04-27T15:57:29.377610,3157.41133,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,21804074,2.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,4,17,186,3,8,0,0,Agent_3,3,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
228,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0228_game1_homogeneous_adversary_n4_comp_0p0_gemini_2p5_pro_last_seed2,SUCCESS,2026-04-27T15:04:51.966280,2026-04-27T15:57:29.377610,3157.41133,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,21804074,2.0,,,gemini-2.5-pro,last,adversary_last,768,True,True,1,False,False,4,17,186,3,8,0,0,Agent_4,4,gemini-2.5-pro,Gemini 2.5 Pro,adversary,1448,100.0
229,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1,SUCCESS,2026-04-27T11:38:51.254881,2026-04-27T11:41:33.074087,161.819206,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,918199848,1.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_1,1,claude-opus-4-6-thinking,Opus 4.6 Thinking,adversary,1504,100.0
229,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1,SUCCESS,2026-04-27T11:38:51.254881,2026-04-27T11:41:33.074087,161.819206,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,918199848,1.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
229,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1,SUCCESS,2026-04-27T11:38:51.254881,2026-04-27T11:41:33.074087,161.819206,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,918199848,1.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_3,3,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
229,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0229_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed1,SUCCESS,2026-04-27T11:38:51.254881,2026-04-27T11:41:33.074087,161.819206,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,918199848,1.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_4,4,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
230,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2,SUCCESS,2026-04-27T11:39:20.444918,2026-04-27T11:41:52.730521,152.285603,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1906065259,2.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,3,6,0,0,2,0,Agent_1,1,claude-opus-4-6-thinking,Opus 4.6 Thinking,adversary,1504,100.0
230,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2,SUCCESS,2026-04-27T11:39:20.444918,2026-04-27T11:41:52.730521,152.285603,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1906065259,2.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,3,6,0,0,2,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
230,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2,SUCCESS,2026-04-27T11:39:20.444918,2026-04-27T11:41:52.730521,152.285603,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1906065259,2.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,3,6,0,0,2,0,Agent_3,3,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
230,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0230_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_first_seed2,SUCCESS,2026-04-27T11:39:20.444918,2026-04-27T11:41:52.730521,152.285603,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1906065259,2.0,,,claude-opus-4-6-thinking,first,adversary_first,768,True,True,1,False,False,0,3,6,0,0,2,0,Agent_4,4,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
231,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1,SUCCESS,2026-04-27T11:41:53.663556,2026-04-27T11:44:18.223843,144.560287,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,387156662,1.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
231,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1,SUCCESS,2026-04-27T11:41:53.663556,2026-04-27T11:44:18.223843,144.560287,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,387156662,1.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
231,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1,SUCCESS,2026-04-27T11:41:53.663556,2026-04-27T11:44:18.223843,144.560287,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,387156662,1.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_3,3,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
231,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0231_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed1,SUCCESS,2026-04-27T11:41:53.663556,2026-04-27T11:44:18.223843,144.560287,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,387156662,1.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,1,2,0,0,0,0,Agent_4,4,claude-opus-4-6-thinking,Opus 4.6 Thinking,adversary,1504,100.0
232,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2,SUCCESS,2026-04-27T11:42:24.197855,2026-04-27T11:46:08.380366,224.182511,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,353130456,2.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,6,12,0,0,0,0,Agent_1,1,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
232,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2,SUCCESS,2026-04-27T11:42:24.197855,2026-04-27T11:46:08.380366,224.182511,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,353130456,2.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,6,12,0,0,0,0,Agent_2,2,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
232,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2,SUCCESS,2026-04-27T11:42:24.197855,2026-04-27T11:46:08.380366,224.182511,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,353130456,2.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,6,12,0,0,0,0,Agent_3,3,gpt-5-nano,GPT-5-nano,baseline,1337,100.0
232,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0232_game1_homogeneous_adversary_n4_comp_0p0_claude_opus_4_6_thinking_last_seed2,SUCCESS,2026-04-27T11:42:24.197855,2026-04-27T11:46:08.380366,224.182511,game1,item_allocation,homogeneous_adversary,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,353130456,2.0,,,claude-opus-4-6-thinking,last,adversary_last,768,True,True,1,False,False,0,6,12,0,0,0,0,Agent_4,4,claude-opus-4-6-thinking,Opus 4.6 Thinking,adversary,1504,100.0
233,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01,SUCCESS,2026-04-27T11:44:31.470811,2026-04-27T11:46:41.727026,130.256215,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1279010065,,1.0,668197795.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_1,1,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,heterogeneous_random_agent,1478,100.0
233,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01,SUCCESS,2026-04-27T11:44:31.470811,2026-04-27T11:46:41.727026,130.256215,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1279010065,,1.0,668197795.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_2,2,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,heterogeneous_random_agent,1474,100.0
233,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01,SUCCESS,2026-04-27T11:44:31.470811,2026-04-27T11:46:41.727026,130.256215,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1279010065,,1.0,668197795.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_3,3,claude-sonnet-4-20250514,Sonnet 4,heterogeneous_random_agent,1389,100.0
233,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0233_game1_heterogeneous_random_n4_comp_0p0_run01,SUCCESS,2026-04-27T11:44:31.470811,2026-04-27T11:46:41.727026,130.256215,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1279010065,,1.0,668197795.0,,,sampled_random_order,768,True,True,1,True,True,0,0,0,0,0,0,0,Agent_4,4,claude-opus-4-6-thinking,Opus 4.6 Thinking,heterogeneous_random_agent,1504,100.0
234,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02,SUCCESS,2026-04-27T11:44:31.471069,2026-04-27T11:51:05.852006,394.380937,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,2036677944,,2.0,983277980.0,,,sampled_random_order,768,True,True,1,False,False,4,3,0,0,8,8,0,Agent_1,1,gpt-5-nano-high,GPT-5-nano,heterogeneous_random_agent,1337,100.0
234,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02,SUCCESS,2026-04-27T11:44:31.471069,2026-04-27T11:51:05.852006,394.380937,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,2036677944,,2.0,983277980.0,,,sampled_random_order,768,True,True,1,False,False,4,3,0,0,8,8,0,Agent_2,2,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,heterogeneous_random_agent,1478,100.0
234,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02,SUCCESS,2026-04-27T11:44:31.471069,2026-04-27T11:51:05.852006,394.380937,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,2036677944,,2.0,983277980.0,,,sampled_random_order,768,True,True,1,False,False,4,3,0,0,8,8,0,Agent_3,3,claude-3-haiku-20240307,Claude 3 Haiku,heterogeneous_random_agent,1260,100.0
234,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0234_game1_heterogeneous_random_n4_comp_0p0_run02,SUCCESS,2026-04-27T11:44:31.471069,2026-04-27T11:51:05.852006,394.380937,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,2036677944,,2.0,983277980.0,,,sampled_random_order,768,True,True,1,False,False,4,3,0,0,8,8,0,Agent_4,4,gpt-4o-2024-05-13,GPT-4o,heterogeneous_random_agent,1345,100.0
236,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0236_game1_heterogeneous_random_n4_comp_0p0_run04/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_20260427_040554/runs/config_0236_game1_heterogeneous_random_n4_comp_0p0_run04,SUCCESS,2026-04-27T11:47:05.664419,2026-04-27T11:54:42.390779,456.72636,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,965808505,,4.0,385575985.0,,,sampled_random_order,768,True,True,1,False,False,4,7,2,0,8,7,24,Agent_1,1,gpt-5-nano-high,GPT-5-nano,heterogeneous_random_agent,1337,100.0
