config_id,result_path,run_dir,status,started_at,finished_at,duration_seconds,game_label,game_type,experiment_family,n_agents,m_items,n_issues,m_projects,competition_key,competition_value,competition_level,rho,theta,sigma,alpha,random_seed,seed_replicate,heterogeneous_run_index,heterogeneous_draw_seed,adversary_model,adversary_position,model_order,max_tokens_voting,parallel_phases,consensus_reached,final_round,strict_voting_clean,token_limit_marker_count,vote_fallback_log_marker_count,synthetic_vote_marker_count,synthetic_proposal_marker_count,provider_degradation_marker_count,agent_count_in_result,model_list,unique_model_count,utility_count,utility_min,utility_max,utility_range,mean_utility,sum_utility,utility_variance,utility_std,utility_gini,utility_gini_raw,utility_gini_corrected,utility_gini_correction_factor,utility_gini_small_n_corrected,payoff_elo_fit_agent_count,payoff_elo_slope,payoff_elo_slope_per_100_elo,payoff_elo_abs_slope,payoff_elo_abs_slope_per_100_elo,payoff_elo_intercept,payoff_elo_r_squared,payoff_elo_correlation,elo_variance,elo_std,elo_min,elo_max,adversary_elo,adversary_utility,baseline_mean_utility,baseline_sum_utility,baseline_agent_count
207,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0207_game1_heterogeneous_random_n2_comp_1p0_run17/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0207_game1_heterogeneous_random_n2_comp_1p0_run17,SUCCESS,2026-04-29T12:03:29.387912,2026-04-29T12:05:25.999628,116.611716,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=1.00,1.0,1.0,0.0,0.5,0.5,0.5,1282589257,,17,1666947303,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-5-20251101-thinking-32k+claude-3-haiku-20240307,2,2,37.0,63.0,26.0,50.0,100.0,169.0,13.0,0.26,0.13,0.26,2.0,True,2,0.1214953271028035,12.14953271028035,0.1214953271028035,12.14953271028035,-116.08411214953244,1.0,1.0,11449.0,107.0,1260,1474,,,,,0
208,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0208_game1_heterogeneous_random_n2_comp_1p0_run18/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0208_game1_heterogeneous_random_n2_comp_1p0_run18,SUCCESS,2026-04-29T12:03:29.387808,2026-04-29T12:06:09.075401,159.687593,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=1.00,1.0,1.0,0.0,0.5,0.5,0.5,944438026,,18,1877735049,,,sampled_random_order,,True,True,2,True,0,0,0,0,0,2,gemini-3.1-pro+claude-3-haiku-20240307,2,2,24.3,65.7,41.400000000000006,45.0,90.0,428.49,20.7,0.4600000000000001,0.23000000000000004,0.4600000000000001,2.0,True,2,0.17692307692307704,17.692307692307704,0.17692307692307704,17.692307692307704,-198.62307692307695,1.0,1.0,13689.0,117.0,1260,1494,,,,,0
209,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0209_game1_heterogeneous_random_n2_comp_1p0_run19/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0209_game1_heterogeneous_random_n2_comp_1p0_run19,SUCCESS,2026-04-29T12:03:28.730159,2026-04-29T12:05:28.385327,119.655168,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=1.00,1.0,1.0,0.0,0.5,0.5,0.5,578843037,,19,475975754,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-6+command-r-plus-08-2024,2,2,9.0,91.0,82.0,50.0,100.0,1681.0,41.0,0.82,0.41,0.82,2.0,True,2,0.3677130044843041,36.77130044843041,0.3677130044843041,36.77130044843041,-460.2017937219721,1.0,1.0,12432.25,111.5,1276,1499,,,,,0
210,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0210_game1_heterogeneous_random_n2_comp_1p0_run20/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0210_game1_heterogeneous_random_n2_comp_1p0_run20,SUCCESS,2026-04-29T12:04:01.440745,2026-04-29T12:05:09.604879,68.164134,game1,item_allocation,heterogeneous_random,2,5,5,5,comp=1.00,1.0,1.0,0.0,0.5,0.5,0.5,1397384008,,20,1899267263,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,2,claude-opus-4-6+claude-3-haiku-20240307,2,2,34.0,66.0,32.0,50.0,100.0,256.0,16.0,0.32,0.16,0.32,2.0,True,2,0.13389121338912138,13.389121338912139,0.13389121338912138,13.389121338912139,-134.70292887029296,1.0,1.0,14280.25,119.5,1260,1499,,,,,0
237,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0237_game1_heterogeneous_random_n4_comp_0p0_run05/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0237_game1_heterogeneous_random_n4_comp_0p0_run05,SUCCESS,2026-04-29T12:05:33.465224,2026-04-29T12:07:20.309823,106.844599,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1027125197,,5,1673539534,,,sampled_random_order,,True,True,1,True,0,0,0,0,2,4,claude-sonnet-4-20250514+o3-mini-high+command-r-plus-08-2024+claude-haiku-4-5-20251001,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,2.0070946746102434e-17,2.0070946746102435e-15,2.0070946746102434e-17,2.0070946746102435e-15,99.99999999999999,1.0,0.0,2527.1875,50.27113983191549,1276,1407,,,,,0
239,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0239_game1_heterogeneous_random_n4_comp_0p0_run07/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0239_game1_heterogeneous_random_n4_comp_0p0_run07,SUCCESS,2026-04-29T12:06:04.675336,2026-04-29T12:08:18.233605,133.558269,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1014712494,,7,1744200544,,,sampled_random_order,,True,True,1,True,0,0,0,0,3,4,gpt-5.4-high+claude-opus-4-6+claude-opus-4-5-20251101-thinking-32k+claude-haiku-4-5-20251001,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,1.3107063775424197e-16,1.3107063775424197e-14,1.3107063775424197e-16,1.3107063775424197e-14,99.99999999999983,1.0,0.0,1239.5,35.20653348456789,1407,1499,,,,,0
240,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0240_game1_heterogeneous_random_n4_comp_0p0_run08/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0240_game1_heterogeneous_random_n4_comp_0p0_run08,SUCCESS,2026-04-29T12:06:04.455044,2026-04-29T12:08:08.857953,124.402909,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1695340475,,8,185453489,,,sampled_random_order,,True,True,1,True,0,0,0,5,1,4,gemini-3.1-pro+gemma-3-27b-it+claude-haiku-4-5-20251001+gpt-5.2-chat-latest-20260210,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,-4.8679792216148103e-17,-4.86797922161481e-15,4.8679792216148103e-17,4.86797922161481e-15,100.0000000000001,1.0,0.0,2752.5,52.4642735582987,1365,1494,,,,,0
241,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0241_game1_heterogeneous_random_n4_comp_0p0_run09/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0241_game1_heterogeneous_random_n4_comp_0p0_run09,SUCCESS,2026-04-29T12:06:04.544965,2026-04-29T12:11:46.889679,342.344714,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1951468358,,9,366314913,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,4,deepseek-r1-0528+llama-3.3-70b-instruct+claude-opus-4-6+deepseek-v3,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,3.5759501206544794e-17,3.575950120654479e-15,3.5759501206544794e-17,3.575950120654479e-15,99.99999999999997,1.0,0.0,4692.6875,68.50319335622245,1318,1499,,,,,0
242,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0242_game1_heterogeneous_random_n4_comp_0p0_run10/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0242_game1_heterogeneous_random_n4_comp_0p0_run10,SUCCESS,2026-04-29T12:06:35.925133,2026-04-29T12:09:10.651677,154.726544,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,2062283442,,10,607811807,,,sampled_random_order,,True,True,1,True,0,0,0,0,2,4,claude-opus-4-6-thinking+gpt-4o-mini-2024-07-18+qwen3-max-preview+claude-sonnet-4-20250514,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,-1.2513571359356125e-16,-1.2513571359356125e-14,1.2513571359356125e-16,1.2513571359356125e-14,100.00000000000016,1.0,0.0,4636.1875,68.08955499928018,1317,1504,,,,,0
243,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0243_game1_heterogeneous_random_n4_comp_0p0_run11/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0243_game1_heterogeneous_random_n4_comp_0p0_run11,SUCCESS,2026-04-29T12:06:35.575649,2026-04-29T12:10:40.124997,244.549348,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1789924138,,11,910510175,,,sampled_random_order,,True,True,1,True,0,0,0,0,0,4,gemma-3-27b-it+gpt-4o-2024-05-13+deepseek-r1-0528+gpt-5.4-high,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,9.633974254725034e-17,9.633974254725034e-15,9.633974254725034e-17,9.633974254725034e-15,99.99999999999989,1.0,0.0,2931.5,54.143328305526246,1345,1484,,,,,0
245,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0245_game1_heterogeneous_random_n4_comp_0p0_run13/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0245_game1_heterogeneous_random_n4_comp_0p0_run13,SUCCESS,2026-04-29T12:07:06.898016,2026-04-29T12:10:08.973743,182.075727,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,521861641,,13,1550330252,,,sampled_random_order,,True,True,1,True,0,0,0,2,0,4,amazon-nova-micro-v1.0+claude-3-haiku-20240307+gpt-5.4-high+deepseek-v3,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,9.669588278064136e-17,9.669588278064137e-15,9.669588278064136e-17,9.669588278064137e-15,99.99999999999984,1.0,0.0,9344.75,96.66824711351707,1240,1484,,,,,0
246,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0246_game1_heterogeneous_random_n4_comp_0p0_run14/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0246_game1_heterogeneous_random_n4_comp_0p0_run14,SUCCESS,2026-04-29T12:07:06.510567,2026-04-29T12:21:19.701711,853.191144,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1542190922,,14,1196057451,,,sampled_random_order,,True,True,1,True,0,0,0,1,0,4,gpt-5.4-high+claude-3-haiku-20240307+gpt-5-nano-high+amazon-nova-micro-v1.0,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,1.5000029072563688e-16,1.5000029072563686e-14,1.5000029072563688e-16,1.5000029072563686e-14,99.99999999999983,1.0,0.0,9191.1875,95.8706811282782,1240,1484,,,,,0
247,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0247_game1_heterogeneous_random_n4_comp_0p0_run15/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0247_game1_heterogeneous_random_n4_comp_0p0_run15,SUCCESS,2026-04-29T12:07:37.561047,2026-04-29T12:09:38.265939,120.704892,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,963327298,,15,1783501224,,,sampled_random_order,,True,True,1,True,0,0,0,1,2,4,claude-opus-4-6+claude-haiku-4-5-20251001+amazon-nova-micro-v1.0+llama-3.3-70b-instruct,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,-2.3185886349692758e-17,-2.3185886349692758e-15,2.3185886349692758e-17,2.3185886349692758e-15,100.00000000000004,1.0,0.0,9387.5,96.88911187538051,1240,1499,,,,,0
248,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0248_game1_heterogeneous_random_n4_comp_0p0_run16/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0248_game1_heterogeneous_random_n4_comp_0p0_run16,SUCCESS,2026-04-29T12:08:11.663195,2026-04-29T12:10:08.070908,116.407713,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,328512523,,16,1514789758,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,4,gemma-3-27b-it+gpt-4o-2024-05-13+amazon-nova-pro-v1.0+claude-opus-4-6-thinking,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,-1.0050694145034504e-17,-1.0050694145034504e-15,1.0050694145034504e-17,1.0050694145034504e-15,100.00000000000003,1.0,0.0,6215.5,78.83844239963142,1290,1504,,,,,0
249,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0249_game1_heterogeneous_random_n4_comp_0p0_run17/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0249_game1_heterogeneous_random_n4_comp_0p0_run17,SUCCESS,2026-04-29T12:08:11.593103,2026-04-29T12:10:46.078177,154.485074,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1471996409,,17,1792294429,,,sampled_random_order,,True,True,1,True,0,0,0,1,1,4,gpt-5.4-high+gemma-3-27b-it+claude-opus-4-6+amazon-nova-micro-v1.0,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,-2.930619637586633e-17,-2.9306196375866327e-15,2.930619637586633e-17,2.9306196375866327e-15,100.00000000000001,1.0,0.0,10911.5,104.45812558149797,1240,1499,,,,,0
251,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0251_game1_heterogeneous_random_n4_comp_0p0_run19/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0251_game1_heterogeneous_random_n4_comp_0p0_run19,SUCCESS,2026-04-29T12:08:42.659931,2026-04-29T12:11:12.574168,149.914237,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1424287951,,19,1074939878,,,sampled_random_order,,True,True,1,True,0,0,0,1,1,4,amazon-nova-micro-v1.0+gpt-5.4-high+qwen3-max-preview+claude-opus-4-6-thinking,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,-2.6655971317349378e-17,-2.6655971317349377e-15,2.6655971317349378e-17,2.6655971317349377e-15,100.00000000000007,1.0,0.0,10926.1875,104.52840523034875,1240,1504,,,,,0
252,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0252_game1_heterogeneous_random_n4_comp_0p0_run20/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0252_game1_heterogeneous_random_n4_comp_0p0_run20,SUCCESS,2026-04-29T12:08:42.640928,2026-04-29T12:12:39.703076,237.062148,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.00,0.0,0.0,0.0,0.5,0.5,0.5,1952982453,,20,45182903,,,sampled_random_order,,True,True,1,True,0,0,0,2,0,4,command-r-plus-08-2024+gemini-2.5-pro+gemini-3.1-pro+claude-3-haiku-20240307,4,4,100.0,100.0,0.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,True,4,7.055029009257919e-17,7.055029009257919e-15,7.055029009257919e-17,7.055029009257919e-15,99.9999999999999,1.0,0.0,10598.75,102.95023069425342,1260,1494,,,,,0
275,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0275_game1_heterogeneous_random_n4_comp_0p25_run01/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0275_game1_heterogeneous_random_n4_comp_0p25_run01,SUCCESS,2026-04-29T12:09:44.665160,2026-04-29T12:18:38.671887,534.006727,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,855797566,,1,1198351980,,,sampled_random_order,,True,True,1,True,0,0,0,0,2,4,claude-opus-4-5-20251101+qwen3-max-preview+deepseek-r1-0528+claude-sonnet-4-20250514,4,4,57.0,82.0,25.0,68.25,273.0,97.6875,9.883698700385398,0.10622710622710621,0.07967032967032966,0.10622710622710621,1.3333333333333333,True,4,0.1190327613104539,11.90327613104539,0.1190327613104539,11.90327613104539,-101.78829953198345,0.11621496721673108,0.3409031639875625,801.25,28.30635970943632,1389,1468,,,,,0
276,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0276_game1_heterogeneous_random_n4_comp_0p25_run02/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0276_game1_heterogeneous_random_n4_comp_0p25_run02,SUCCESS,2026-04-29T12:09:44.642486,2026-04-29T12:15:39.721288,355.078802,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1934126190,,2,572089243,,,sampled_random_order,,True,True,1,True,0,0,0,0,2,4,claude-opus-4-6+gpt-5.4-high+gemini-2.5-pro+claude-opus-4-5-20251101,4,4,35.0,78.0,43.0,59.0,236.0,243.5,15.604486534327235,0.192090395480226,0.1440677966101695,0.192090395480226,1.3333333333333333,True,4,-0.39031190102805413,-39.03119010280541,0.39031190102805413,39.03119010280541,634.6124760411227,0.22440930654590285,-0.473718594258135,358.6875,18.93904696651867,1448,1499,,,,,0
277,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0277_game1_heterogeneous_random_n4_comp_0p25_run03/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0277_game1_heterogeneous_random_n4_comp_0p25_run03,SUCCESS,2026-04-29T12:09:44.643994,2026-04-29T12:16:38.460509,413.816515,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1866585080,,3,807340015,,,sampled_random_order,,True,True,1,True,0,0,0,0,3,4,gpt-5.4-high+claude-opus-4-6+claude-opus-4-6-thinking+claude-opus-4-5-20251101-thinking-32k,4,4,52.0,73.0,21.0,63.0,252.0,58.5,7.648529270389178,0.08994708994708994,0.06746031746031746,0.08994708994708994,1.3333333333333333,True,4,-0.2725274725274642,-27.252747252746417,0.2725274725274642,27.252747252746417,469.13406593405364,0.18052033436648907,-0.42487684611718746,142.1875,11.92424001771182,1474,1504,,,,,0
278,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0278_game1_heterogeneous_random_n4_comp_0p25_run04/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0278_game1_heterogeneous_random_n4_comp_0p25_run04,SUCCESS,2026-04-29T12:10:15.759049,2026-04-29T12:12:25.065032,129.305983,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,821740620,,4,1821698345,,,sampled_random_order,,True,True,1,True,0,0,0,0,2,4,claude-haiku-4-5-20251001+o3-mini-high+deepseek-v3+claude-sonnet-4-20250514,4,4,57.0,87.0,30.0,70.0,280.0,141.0,11.874342087037917,0.12380952380952381,0.09285714285714286,0.12380952380952381,1.3333333333333333,True,4,-0.04618061046971256,-4.618061046971256,0.04618061046971256,4.618061046971256,133.69460699035102,0.005977277596257546,-0.07731285531046746,395.1875,19.879323429131084,1358,1407,,,,,0
279,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0279_game1_heterogeneous_random_n4_comp_0p25_run05/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0279_game1_heterogeneous_random_n4_comp_0p25_run05,SUCCESS,2026-04-29T12:10:15.933329,2026-04-29T12:16:45.654716,389.721387,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,662407127,,5,1666920090,,,sampled_random_order,,True,True,2,True,0,0,0,0,2,4,gpt-5.2-chat-latest-20260210+claude-sonnet-4-20250514+claude-opus-4-6+gemini-2.5-pro,4,4,48.6,72.9,24.300000000000004,58.275000000000006,233.10000000000002,79.93687500000003,8.94074241883749,0.10424710424710423,0.07818532818532818,0.10424710424710423,1.3333333333333333,True,4,0.053979011805859144,5.397901180585914,0.053979011805859144,5.397901180585914,-20.183493659816257,0.0625216053989478,0.2500432070641942,1715.25,41.415576779757636,1389,1499,,,,,0
280,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0280_game1_heterogeneous_random_n4_comp_0p25_run06/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0280_game1_heterogeneous_random_n4_comp_0p25_run06,SUCCESS,2026-04-29T12:10:15.909822,2026-04-29T12:15:14.341637,298.431815,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1487572255,,6,1888035202,,,sampled_random_order,,True,True,2,True,0,0,0,3,1,4,amazon-nova-pro-v1.0+gpt-4o-2024-05-13+gpt-4o-mini-2024-07-18+claude-haiku-4-5-20251001,4,4,39.6,83.7,44.1,55.125,220.5,305.521875,17.47918404846176,0.21904761904761905,0.16428571428571428,0.21904761904761905,1.3333333333333333,True,4,-0.15258029233369746,-15.258029233369747,0.15258029233369746,15.258029233369747,259.54444665407124,0.1436892562435551,-0.3790636572444716,1885.6875,43.42450345139251,1290,1407,,,,,0
281,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0281_game1_heterogeneous_random_n4_comp_0p25_run07/experiment_results.json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/full_games123_multiagent_heterogeneous_equal_width_openrouter_repair_20260429_113848/runs/config_0281_game1_heterogeneous_random_n4_comp_0p25_run07,SUCCESS,2026-04-29T12:10:46.992516,2026-04-29T12:18:29.282660,462.290144,game1,item_allocation,heterogeneous_random,4,10,5,5,comp=0.25,0.25,0.25,0.0,0.5,0.5,0.5,1629366429,,7,1568651005,,,sampled_random_order,,True,True,1,True,0,0,0,0,1,4,claude-haiku-4-5-20251001+gemini-2.5-pro+gemma-3-27b-it+deepseek-r1-0528,4,4,61.0,74.0,13.0,69.25,277.0,28.6875,5.356071321407137,0.05415162454873646,0.04061371841155235,0.05415162454873646,1.3333333333333333,True,4,-0.15368682684341337,-15.368682684341337,0.15368682684341337,15.368682684341337,286.02526926263454,0.7453308857373366,-0.8633254807645483,905.25,30.087372766660767,1365,1448,,,,,0
