experiment_id,model,model_short,role,utility,elo,rho,theta,competition_index
134,gemini-2.5-pro,Gemini 2.5 Pro,adversary,83.07000000000001,1449.0,0.0,0.5,0.25
135,gemini-2.5-pro,Gemini 2.5 Pro,adversary,47.8062,1449.0,0.0,0.5,0.25
98,claude-opus-4-5-20251101,Opus 4.5,adversary,47.83698000000001,1467.0,0.0,0.5,0.25
99,claude-opus-4-5-20251101,Opus 4.5,adversary,93.28,1467.0,0.0,0.5,0.25
116,claude-opus-4-5-20251101,Opus 4.5,adversary,86.265,1467.0,0.0,0.5,0.25
117,claude-opus-4-5-20251101,Opus 4.5,adversary,96.99000000000001,1467.0,0.0,0.5,0.25
80,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,68.14800000000001,1481.0,0.0,0.5,0.25
81,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,79.344,1481.0,0.0,0.5,0.25
62,gpt-5.4-high,GPT-5.4 High,adversary,88.7,1485.0,0.0,0.5,0.25
63,gpt-5.4-high,GPT-5.4 High,adversary,81.072,1485.0,0.0,0.5,0.25
44,gemini-3-pro,Gemini 3 Pro,adversary,56.62710000000001,1486.0,0.0,0.5,0.25
45,gemini-3-pro,Gemini 3 Pro,adversary,92.06,1486.0,0.0,0.5,0.25
8,claude-opus-4-6,Opus 4.6,adversary,81.45,1503.0,0.0,0.5,0.25
9,claude-opus-4-6,Opus 4.6,adversary,97.07000000000001,1503.0,0.0,0.5,0.25
26,claude-opus-4-6,Opus 4.6,adversary,89.47,1503.0,0.0,0.5,0.25
27,claude-opus-4-6,Opus 4.6,adversary,90.34,1503.0,0.0,0.5,0.25
532,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,85.72000000000001,1111.0,0.0,1.0,0.5
533,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,31.907717639999998,1111.0,0.0,1.0,0.5
514,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,70.85999999999999,1167.0,0.0,1.0,0.5
515,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,65.628,1167.0,0.0,1.0,0.5
496,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,68.886,1212.0,0.0,1.0,0.5
497,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,98.49999999999999,1212.0,0.0,1.0,0.5
478,amazon-nova-micro-v1.0,Nova Micro,adversary,58.75740000000001,1241.0,0.0,1.0,0.5
479,amazon-nova-micro-v1.0,Nova Micro,adversary,66.276,1241.0,0.0,1.0,0.5
460,claude-3-haiku-20240307,Claude 3 Haiku,adversary,79.49,1261.0,0.0,1.0,0.5
461,claude-3-haiku-20240307,Claude 3 Haiku,adversary,68.121,1261.0,0.0,1.0,0.5
442,command-r-plus-08-2024,Command R+,adversary,86.72999999999999,1277.0,0.0,1.0,0.5
443,command-r-plus-08-2024,Command R+,adversary,80.44,1277.0,0.0,1.0,0.5
424,amazon-nova-pro-v1.0,Nova Pro,adversary,95.32000000000001,1290.0,0.0,1.0,0.5
425,amazon-nova-pro-v1.0,Nova Pro,adversary,64.14999999999999,1290.0,0.0,1.0,0.5
406,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,73.86,1303.0,0.0,1.0,0.5
407,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,68.8743,1303.0,0.0,1.0,0.5
388,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,76.55,1318.0,0.0,1.0,0.5
389,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,78.92999999999999,1318.0,0.0,1.0,0.5
370,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,71.33399999999999,1319.0,0.0,1.0,0.5
371,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,83.57,1319.0,0.0,1.0,0.5
352,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,77.36000000000001,1322.0,0.0,1.0,0.5
353,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,78.921,1322.0,0.0,1.0,0.5
334,qwq-32b,QwQ-32B,adversary,54.79650000000001,1336.0,0.0,1.0,0.5
335,qwq-32b,QwQ-32B,adversary,79.803,1336.0,0.0,1.0,0.5
298,gpt-4o-2024-05-13,GPT-4o,adversary,66.36600000000001,1346.0,0.0,1.0,0.5
299,gpt-4o-2024-05-13,GPT-4o,adversary,82.42200000000001,1346.0,0.0,1.0,0.5
280,deepseek-v3,DeepSeek V3,adversary,93.16,1359.0,0.0,1.0,0.5
281,deepseek-v3,DeepSeek V3,adversary,82.764,1359.0,0.0,1.0,0.5
262,o3-mini-high,o3-mini-high,adversary,59.04900000000001,1364.0,0.0,1.0,0.5
244,gemma-3-27b-it,Gemma 3 27B,adversary,69.01,1366.0,0.0,1.0,0.5
245,gemma-3-27b-it,Gemma 3 27B,adversary,86.382,1366.0,0.0,1.0,0.5
226,claude-sonnet-4-20250514,Sonnet 4,adversary,66.771,1390.0,0.0,1.0,0.5
227,claude-sonnet-4-20250514,Sonnet 4,adversary,93.07000000000001,1390.0,0.0,1.0,0.5
190,claude-haiku-4-5-20251001,Haiku 4.5,adversary,80.001,1406.0,0.0,1.0,0.5
191,claude-haiku-4-5-20251001,Haiku 4.5,adversary,88.083,1406.0,0.0,1.0,0.5
172,deepseek-r1-0528,DeepSeek R1-0528,adversary,87.309,1420.0,0.0,1.0,0.5
173,deepseek-r1-0528,DeepSeek R1-0528,adversary,60.905763,1420.0,0.0,1.0,0.5
208,deepseek-r1-0528,DeepSeek R1-0528,adversary,80.424,1420.0,0.0,1.0,0.5
209,deepseek-r1-0528,DeepSeek R1-0528,adversary,72.234,1420.0,0.0,1.0,0.5
154,qwen3-max-preview,Qwen3 Max,adversary,64.35900000000002,1435.0,0.0,1.0,0.5
155,qwen3-max-preview,Qwen3 Max,adversary,88.13,1435.0,0.0,1.0,0.5
136,gemini-2.5-pro,Gemini 2.5 Pro,adversary,75.267,1449.0,0.0,1.0,0.5
137,gemini-2.5-pro,Gemini 2.5 Pro,adversary,94.80999999999999,1449.0,0.0,1.0,0.5
100,claude-opus-4-5-20251101,Opus 4.5,adversary,80.53200000000001,1467.0,0.0,1.0,0.5
101,claude-opus-4-5-20251101,Opus 4.5,adversary,92.07000000000001,1467.0,0.0,1.0,0.5
118,claude-opus-4-5-20251101,Opus 4.5,adversary,91.78,1467.0,0.0,1.0,0.5
119,claude-opus-4-5-20251101,Opus 4.5,adversary,57.3399,1467.0,0.0,1.0,0.5
82,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,71.577,1481.0,0.0,1.0,0.5
83,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,69.69600000000001,1481.0,0.0,1.0,0.5
64,gpt-5.4-high,GPT-5.4 High,adversary,92.93999999999998,1485.0,0.0,1.0,0.5
65,gpt-5.4-high,GPT-5.4 High,adversary,73.566,1485.0,0.0,1.0,0.5
46,gemini-3-pro,Gemini 3 Pro,adversary,57.52620000000001,1486.0,0.0,1.0,0.5
47,gemini-3-pro,Gemini 3 Pro,adversary,86.00000000000001,1486.0,0.0,1.0,0.5
10,claude-opus-4-6,Opus 4.6,adversary,78.048,1503.0,0.0,1.0,0.5
11,claude-opus-4-6,Opus 4.6,adversary,94.36,1503.0,0.0,1.0,0.5
28,claude-opus-4-6,Opus 4.6,adversary,93.72,1503.0,0.0,1.0,0.5
29,claude-opus-4-6,Opus 4.6,adversary,76.5,1503.0,0.0,1.0,0.5
534,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,90.4,1111.0,1.0,0.0,0.0
516,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,90.08,1167.0,1.0,0.0,0.0
517,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,97.6,1167.0,1.0,0.0,0.0
498,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,98.0,1212.0,1.0,0.0,0.0
499,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,97.52000000000001,1212.0,1.0,0.0,0.0
480,amazon-nova-micro-v1.0,Nova Micro,adversary,95.58,1241.0,1.0,0.0,0.0
481,amazon-nova-micro-v1.0,Nova Micro,adversary,100.0,1241.0,1.0,0.0,0.0
462,claude-3-haiku-20240307,Claude 3 Haiku,adversary,98.35000000000001,1261.0,1.0,0.0,0.0
463,claude-3-haiku-20240307,Claude 3 Haiku,adversary,100.0,1261.0,1.0,0.0,0.0
444,command-r-plus-08-2024,Command R+,adversary,100.0,1277.0,1.0,0.0,0.0
445,command-r-plus-08-2024,Command R+,adversary,90.0,1277.0,1.0,0.0,0.0
426,amazon-nova-pro-v1.0,Nova Pro,adversary,99.25,1290.0,1.0,0.0,0.0
427,amazon-nova-pro-v1.0,Nova Pro,adversary,100.0,1290.0,1.0,0.0,0.0
408,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,100.0,1303.0,1.0,0.0,0.0
409,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,100.0,1303.0,1.0,0.0,0.0
390,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,99.56,1318.0,1.0,0.0,0.0
391,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,100.0,1318.0,1.0,0.0,0.0
372,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,99.28999999999999,1319.0,1.0,0.0,0.0
373,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,96.52,1319.0,1.0,0.0,0.0
354,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,93.2,1322.0,1.0,0.0,0.0
355,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,100.0,1322.0,1.0,0.0,0.0
336,qwq-32b,QwQ-32B,adversary,100.0,1336.0,1.0,0.0,0.0
337,qwq-32b,QwQ-32B,adversary,100.0,1336.0,1.0,0.0,0.0
300,gpt-4o-2024-05-13,GPT-4o,adversary,100.0,1346.0,1.0,0.0,0.0
301,gpt-4o-2024-05-13,GPT-4o,adversary,100.0,1346.0,1.0,0.0,0.0
282,deepseek-v3,DeepSeek V3,adversary,99.82,1359.0,1.0,0.0,0.0
283,deepseek-v3,DeepSeek V3,adversary,100.0,1359.0,1.0,0.0,0.0
264,o3-mini-high,o3-mini-high,adversary,100.0,1364.0,1.0,0.0,0.0
265,o3-mini-high,o3-mini-high,adversary,100.0,1364.0,1.0,0.0,0.0
246,gemma-3-27b-it,Gemma 3 27B,adversary,100.0,1366.0,1.0,0.0,0.0
247,gemma-3-27b-it,Gemma 3 27B,adversary,81.0,1366.0,1.0,0.0,0.0
228,claude-sonnet-4-20250514,Sonnet 4,adversary,100.0,1390.0,1.0,0.0,0.0
229,claude-sonnet-4-20250514,Sonnet 4,adversary,78.44,1390.0,1.0,0.0,0.0
192,claude-haiku-4-5-20251001,Haiku 4.5,adversary,100.0,1406.0,1.0,0.0,0.0
193,claude-haiku-4-5-20251001,Haiku 4.5,adversary,98.58,1406.0,1.0,0.0,0.0
174,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,0.0,0.0
175,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,0.0,0.0
210,deepseek-r1-0528,DeepSeek R1-0528,adversary,98.16,1420.0,1.0,0.0,0.0
211,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,0.0,0.0
156,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,1.0,0.0,0.0
157,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,1.0,0.0,0.0
138,gemini-2.5-pro,Gemini 2.5 Pro,adversary,100.0,1449.0,1.0,0.0,0.0
139,gemini-2.5-pro,Gemini 2.5 Pro,adversary,100.0,1449.0,1.0,0.0,0.0
102,claude-opus-4-5-20251101,Opus 4.5,adversary,98.0,1467.0,1.0,0.0,0.0
103,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,0.0,0.0
120,claude-opus-4-5-20251101,Opus 4.5,adversary,98.1,1467.0,1.0,0.0,0.0
121,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,0.0,0.0
84,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,100.0,1481.0,1.0,0.0,0.0
85,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,100.0,1481.0,1.0,0.0,0.0
66,gpt-5.4-high,GPT-5.4 High,adversary,100.0,1485.0,1.0,0.0,0.0
67,gpt-5.4-high,GPT-5.4 High,adversary,100.0,1485.0,1.0,0.0,0.0
48,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,1.0,0.0,0.0
49,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,1.0,0.0,0.0
12,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,0.0,0.0
13,claude-opus-4-6,Opus 4.6,adversary,99.5,1503.0,1.0,0.0,0.0
30,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,0.0,0.0
31,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,0.0,0.0
536,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,79.80930000000001,1111.0,1.0,0.5,0.0
518,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,97.6,1167.0,1.0,0.5,0.0
519,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,46.404365238000004,1167.0,1.0,0.5,0.0
500,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,79.97130000000001,1212.0,1.0,0.5,0.0
501,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,80.4978,1212.0,1.0,0.5,0.0
482,amazon-nova-micro-v1.0,Nova Micro,adversary,99.38,1241.0,1.0,0.5,0.0
483,amazon-nova-micro-v1.0,Nova Micro,adversary,72.28764000000001,1241.0,1.0,0.5,0.0
464,claude-3-haiku-20240307,Claude 3 Haiku,adversary,99.44999999999999,1261.0,1.0,0.5,0.0
465,claude-3-haiku-20240307,Claude 3 Haiku,adversary,99.02,1261.0,1.0,0.5,0.0
446,command-r-plus-08-2024,Command R+,adversary,99.21,1277.0,1.0,0.5,0.0
447,command-r-plus-08-2024,Command R+,adversary,99.13000000000001,1277.0,1.0,0.5,0.0
428,amazon-nova-pro-v1.0,Nova Pro,adversary,87.831,1290.0,1.0,0.5,0.0
429,amazon-nova-pro-v1.0,Nova Pro,adversary,100.0,1290.0,1.0,0.5,0.0
410,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,98.96000000000001,1303.0,1.0,0.5,0.0
411,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,100.0,1303.0,1.0,0.5,0.0
392,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,98.32000000000001,1318.0,1.0,0.5,0.0
393,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,100.0,1318.0,1.0,0.5,0.0
374,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,98.89,1319.0,1.0,0.5,0.0
375,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,89.793,1319.0,1.0,0.5,0.0
356,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,94.74,1322.0,1.0,0.5,0.0
357,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,98.30000000000001,1322.0,1.0,0.5,0.0
338,qwq-32b,QwQ-32B,adversary,99.64,1336.0,1.0,0.5,0.0
339,qwq-32b,QwQ-32B,adversary,100.0,1336.0,1.0,0.5,0.0
302,gpt-4o-2024-05-13,GPT-4o,adversary,100.0,1346.0,1.0,0.5,0.0
303,gpt-4o-2024-05-13,GPT-4o,adversary,100.0,1346.0,1.0,0.5,0.0
284,deepseek-v3,DeepSeek V3,adversary,89.09100000000001,1359.0,1.0,0.5,0.0
285,deepseek-v3,DeepSeek V3,adversary,89.802,1359.0,1.0,0.5,0.0
266,o3-mini-high,o3-mini-high,adversary,100.0,1364.0,1.0,0.5,0.0
267,o3-mini-high,o3-mini-high,adversary,100.0,1364.0,1.0,0.5,0.0
248,gemma-3-27b-it,Gemma 3 27B,adversary,99.36,1366.0,1.0,0.5,0.0
249,gemma-3-27b-it,Gemma 3 27B,adversary,97.35999999999999,1366.0,1.0,0.5,0.0
230,claude-sonnet-4-20250514,Sonnet 4,adversary,100.0,1390.0,1.0,0.5,0.0
231,claude-sonnet-4-20250514,Sonnet 4,adversary,89.69400000000002,1390.0,1.0,0.5,0.0
194,claude-haiku-4-5-20251001,Haiku 4.5,adversary,98.52000000000001,1406.0,1.0,0.5,0.0
195,claude-haiku-4-5-20251001,Haiku 4.5,adversary,100.0,1406.0,1.0,0.5,0.0
176,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,0.5,0.0
177,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,0.5,0.0
212,deepseek-r1-0528,DeepSeek R1-0528,adversary,99.92999999999999,1420.0,1.0,0.5,0.0
213,deepseek-r1-0528,DeepSeek R1-0528,adversary,99.99999999999999,1420.0,1.0,0.5,0.0
158,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,1.0,0.5,0.0
159,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,1.0,0.5,0.0
140,gemini-2.5-pro,Gemini 2.5 Pro,adversary,100.0,1449.0,1.0,0.5,0.0
141,gemini-2.5-pro,Gemini 2.5 Pro,adversary,99.79,1449.0,1.0,0.5,0.0
104,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,0.5,0.0
105,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,0.5,0.0
122,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,0.5,0.0
123,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,0.5,0.0
86,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,99.76,1481.0,1.0,0.5,0.0
87,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,98.28000000000002,1481.0,1.0,0.5,0.0
68,gpt-5.4-high,GPT-5.4 High,adversary,100.0,1485.0,1.0,0.5,0.0
69,gpt-5.4-high,GPT-5.4 High,adversary,99.88,1485.0,1.0,0.5,0.0
50,gemini-3-pro,Gemini 3 Pro,adversary,99.9,1486.0,1.0,0.5,0.0
51,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,1.0,0.5,0.0
14,claude-opus-4-6,Opus 4.6,adversary,98.92,1503.0,1.0,0.5,0.0
15,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,0.5,0.0
32,claude-opus-4-6,Opus 4.6,adversary,99.63000000000002,1503.0,1.0,0.5,0.0
33,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,0.5,0.0
538,llama-3.2-1b-instruct,Llama 3.2 1B,adversary,94.91000000000001,1111.0,1.0,1.0,0.0
520,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,98.33,1167.0,1.0,1.0,0.0
521,llama-3.2-3b-instruct,Llama 3.2 3B,adversary,97.5,1167.0,1.0,1.0,0.0
502,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,98.06000000000002,1212.0,1.0,1.0,0.0
503,llama-3.1-8b-instruct,Llama 3.1 8B,adversary,88.31700000000001,1212.0,1.0,1.0,0.0
484,amazon-nova-micro-v1.0,Nova Micro,adversary,98.25,1241.0,1.0,1.0,0.0
485,amazon-nova-micro-v1.0,Nova Micro,adversary,99.18,1241.0,1.0,1.0,0.0
466,claude-3-haiku-20240307,Claude 3 Haiku,adversary,98.94000000000001,1261.0,1.0,1.0,0.0
467,claude-3-haiku-20240307,Claude 3 Haiku,adversary,99.42999999999999,1261.0,1.0,1.0,0.0
448,command-r-plus-08-2024,Command R+,adversary,99.06,1277.0,1.0,1.0,0.0
449,command-r-plus-08-2024,Command R+,adversary,99.99999999999999,1277.0,1.0,1.0,0.0
430,amazon-nova-pro-v1.0,Nova Pro,adversary,99.75,1290.0,1.0,1.0,0.0
431,amazon-nova-pro-v1.0,Nova Pro,adversary,89.55,1290.0,1.0,1.0,0.0
412,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,99.52000000000001,1303.0,1.0,1.0,0.0
413,qwen2.5-72b-instruct,Qwen2.5 72B,adversary,99.55,1303.0,1.0,1.0,0.0
394,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,87.732,1318.0,1.0,1.0,0.0
395,gpt-4o-mini-2024-07-18,GPT-4o mini,adversary,99.88000000000001,1318.0,1.0,1.0,0.0
376,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,97.61,1319.0,1.0,1.0,0.0
377,llama-3.3-70b-instruct,Llama 3.3 70B,adversary,99.6,1319.0,1.0,1.0,0.0
358,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,96.47000000000001,1322.0,1.0,1.0,0.0
359,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,adversary,100.0,1322.0,1.0,1.0,0.0
340,qwq-32b,QwQ-32B,adversary,100.0,1336.0,1.0,1.0,0.0
341,qwq-32b,QwQ-32B,adversary,97.53999999999998,1336.0,1.0,1.0,0.0
304,gpt-4o-2024-05-13,GPT-4o,adversary,97.99,1346.0,1.0,1.0,0.0
305,gpt-4o-2024-05-13,GPT-4o,adversary,100.0,1346.0,1.0,1.0,0.0
286,deepseek-v3,DeepSeek V3,adversary,100.0,1359.0,1.0,1.0,0.0
287,deepseek-v3,DeepSeek V3,adversary,100.0,1359.0,1.0,1.0,0.0
268,o3-mini-high,o3-mini-high,adversary,100.0,1364.0,1.0,1.0,0.0
269,o3-mini-high,o3-mini-high,adversary,100.0,1364.0,1.0,1.0,0.0
250,gemma-3-27b-it,Gemma 3 27B,adversary,78.6996,1366.0,1.0,1.0,0.0
251,gemma-3-27b-it,Gemma 3 27B,adversary,98.33,1366.0,1.0,1.0,0.0
232,claude-sonnet-4-20250514,Sonnet 4,adversary,100.0,1390.0,1.0,1.0,0.0
233,claude-sonnet-4-20250514,Sonnet 4,adversary,99.2,1390.0,1.0,1.0,0.0
196,claude-haiku-4-5-20251001,Haiku 4.5,adversary,100.0,1406.0,1.0,1.0,0.0
197,claude-haiku-4-5-20251001,Haiku 4.5,adversary,98.0,1406.0,1.0,1.0,0.0
178,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,1.0,0.0
179,deepseek-r1-0528,DeepSeek R1-0528,adversary,97.57000000000001,1420.0,1.0,1.0,0.0
214,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,1.0,0.0
215,deepseek-r1-0528,DeepSeek R1-0528,adversary,100.0,1420.0,1.0,1.0,0.0
160,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,1.0,1.0,0.0
161,qwen3-max-preview,Qwen3 Max,adversary,100.0,1435.0,1.0,1.0,0.0
142,gemini-2.5-pro,Gemini 2.5 Pro,adversary,100.0,1449.0,1.0,1.0,0.0
143,gemini-2.5-pro,Gemini 2.5 Pro,adversary,100.0,1449.0,1.0,1.0,0.0
106,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,1.0,0.0
107,claude-opus-4-5-20251101,Opus 4.5,adversary,99.48,1467.0,1.0,1.0,0.0
124,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,1.0,0.0
125,claude-opus-4-5-20251101,Opus 4.5,adversary,100.0,1467.0,1.0,1.0,0.0
88,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,99.50000000000001,1481.0,1.0,1.0,0.0
89,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,adversary,100.0,1481.0,1.0,1.0,0.0
70,gpt-5.4-high,GPT-5.4 High,adversary,100.0,1485.0,1.0,1.0,0.0
71,gpt-5.4-high,GPT-5.4 High,adversary,99.99999999999999,1485.0,1.0,1.0,0.0
52,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,1.0,1.0,0.0
53,gemini-3-pro,Gemini 3 Pro,adversary,100.0,1486.0,1.0,1.0,0.0
16,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,1.0,0.0
17,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,1.0,0.0
34,claude-opus-4-6,Opus 4.6,adversary,99.66000000000001,1503.0,1.0,1.0,0.0
35,claude-opus-4-6,Opus 4.6,adversary,100.0,1503.0,1.0,1.0,0.0
