experiment_dir,source_batch,agent_id,utility,model_pair,model_order,token_budget_prompted,competition_level,consensus_reached,final_round,total_reasoning_tokens,avg_reasoning_tokens,is_prompted_reasoning,thinking_tokens,reflection_tokens,discussion_tokens,proposal_tokens,voting_tokens,num_interactions,round_1_tokens,round_2_tokens,round_3_tokens,round_4_tokens,round_5_tokens,round_6_tokens,round_7_tokens,round_8_tokens,round_9_tokens,round_10_tokens
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.0,True,1,1728,192.0,True,176.0,0.0,374.6666666666667,71.33333333333333,60.5,9,1514,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.0,True,1,18240,2026.6666666666667,False,2880.0,0.0,2773.3333333333335,1024.0,960.0,9,14272,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,78.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.25,True,1,3101,344.55555555555554,True,783.0,0.0,622.0,143.0,133.5,9,3078,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,92.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.25,True,1,20992,2332.4444444444443,False,3840.0,0.0,3050.6666666666665,1322.6666666666667,1408.0,9,16960,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,59.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.5,True,1,4234,470.44444444444446,True,474.0,0.0,1068.0,178.66666666666666,171.0,9,4214,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,85.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.5,True,1,26496,2944.0,False,4992.0,0.0,4501.333333333333,1344.0,1248.0,9,22528,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,79.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.75,True,1,4575,508.3333333333333,True,669.0,0.0,1091.0,195.66666666666666,195.5,9,4529,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,55.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,0.75,True,1,26624,2958.222222222222,False,3456.0,0.0,4629.333333333333,1344.0,1472.0,9,21376,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,75.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,1.0,True,6,45882,936.3673469387755,True,961.3333333333334,625.2,1882.388888888889,169.16666666666666,136.41666666666666,49,6988,7450,6237,5720,8568,10859,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_4000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,25.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,4000,1.0,True,6,179776,3668.8979591836733,False,5472.0,4761.6,4675.555555555556,1973.3333333333333,1909.3333333333333,49,31808,26368,35520,31552,29056,22016,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.0,True,1,2006,222.88888888888889,True,429.0,0.0,438.0,68.0,54.5,9,1947,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.0,True,1,20800,2311.1111111111113,False,2688.0,0.0,2538.6666666666665,1450.6666666666667,1376.0,9,14656,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,71.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.25,True,1,4172,463.55555555555554,True,996.0,0.0,862.3333333333334,186.33333333333334,147.0,9,4142,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,89.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.25,True,1,34432,3825.777777777778,False,5312.0,0.0,6976.0,1109.3333333333333,1056.0,9,29568,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,88.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.5,True,1,2751,305.6666666666667,True,453.0,0.0,570.3333333333334,183.0,217.5,9,2713,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,60.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.5,True,1,22912,2545.777777777778,False,2752.0,0.0,3285.3333333333335,1813.3333333333333,1664.0,9,18048,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,59.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.75,True,1,3919,435.44444444444446,True,845.0,0.0,859.3333333333334,153.0,175.5,9,3882,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,63.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,0.75,True,1,30016,3335.1111111111113,False,8320.0,0.0,4032.0,1728.0,1984.0,9,25600,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,53.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,1.0,True,9,43310,593.2876712328767,True,807.2222222222222,531.25,991.7407407407408,184.66666666666666,172.5,73,4853,4326,6426,6905,4343,4096,4656,3924,3749,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_500/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,47.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,500,1.0,True,9,234688,3214.904109589041,False,3939.5555555555557,4504.0,3802.074074074074,1991.111111111111,2218.6666666666665,73,31488,21120,33792,23936,25536,24320,26624,23040,18048,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.0,True,1,2552,283.55555555555554,True,428.0,0.0,558.0,54.666666666666664,52.5,9,2266,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.0,True,1,20480,2275.5555555555557,False,3776.0,0.0,3093.3333333333335,1024.0,704.0,9,16128,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,75.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.25,True,1,4113,457.0,True,819.0,0.0,872.6666666666666,193.33333333333334,112.5,9,4017,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,92.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.25,True,1,29760,3306.6666666666665,False,4288.0,0.0,5269.333333333333,1706.6666666666667,1440.0,9,25216,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,70.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.5,True,2,7767,456.88235294117646,True,619.5,234.0,879.1666666666666,163.16666666666666,121.25,17,5417,2310,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,79.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.5,True,2,47680,2804.705882352941,False,5024.0,5056.0,3178.6666666666665,1834.6666666666667,1712.0,17,27520,17664,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,81.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.75,True,1,5884,653.7777777777778,True,1068.0,0.0,1363.3333333333333,135.0,99.5,9,5563,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,51.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,0.75,True,1,28224,3136.0,False,4160.0,0.0,4672.0,1728.0,1664.0,9,23360,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,71.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,1.0,True,1,8204,911.5555555555555,True,996.0,0.0,2242.3333333333335,152.66666666666666,106.0,9,8181,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_5000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,29.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,5000,1.0,True,1,29888,3320.8888888888887,False,3392.0,0.0,5866.666666666667,1962.6666666666667,2112.0,9,26880,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.0,True,1,2577,286.3333333333333,True,341.0,0.0,608.0,73.66666666666667,79.0,9,2386,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.0,True,1,23424,2602.6666666666665,False,3520.0,0.0,3989.3333333333335,960.0,896.0,9,18368,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,73.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.25,True,1,4095,455.0,True,1046.0,0.0,755.3333333333334,175.66666666666666,201.0,9,3839,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,93.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.25,True,1,28032,3114.6666666666665,False,4416.0,0.0,5802.666666666667,1194.6666666666667,1184.0,9,25408,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,63.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.5,True,1,4073,452.55555555555554,True,629.0,0.0,893.0,241.0,291.0,9,4031,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,81.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.5,True,1,18880,2097.777777777778,False,5120.0,0.0,2346.6666666666665,1301.3333333333333,1088.0,9,16064,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,77.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.75,True,2,9753,573.7058823529412,True,580.5,573.0,1045.3333333333333,282.5,312.5,17,4474,5227,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,56.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,0.75,True,2,57152,3361.8823529411766,False,6880.0,4544.0,3754.6666666666665,2112.0,1968.0,17,29120,24384,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,61.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,1.0,True,10,64113,791.5185185185185,True,973.1,617.7777777777778,1432.3,194.06666666666666,166.95,81,6771,7984,5082,3605,5201,8008,8153,9455,7516,2307
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_6000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,39.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,6000,1.0,True,10,262592,3241.8765432098767,False,4166.4,5041.777777777777,3808.0,1956.2666666666667,1926.4,81,34048,26368,26368,17792,29120,26880,32320,24320,28992,13760
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.0,True,1,1578,175.33333333333334,True,326.0,0.0,331.0,70.0,62.0,9,1529,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.0,True,1,20544,2282.6666666666665,False,5760.0,0.0,2240.0,1664.0,1760.0,9,17472,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,94.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.25,True,1,7201,800.1111111111111,True,1408.0,0.0,1803.3333333333333,116.33333333333333,120.0,9,7167,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,76.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.25,True,1,27136,3015.1111111111113,False,4864.0,0.0,4352.0,2112.0,1472.0,9,24256,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,78.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.5,True,1,4228,469.77777777777777,True,1056.0,0.0,894.6666666666666,140.0,109.0,9,4160,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,62.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.5,True,1,29376,3264.0,False,6208.0,0.0,3925.3333333333335,2154.6666666666665,2496.0,9,24448,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,54.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.75,True,1,3414,379.3333333333333,True,620.0,0.0,680.6666666666666,225.0,239.5,9,3337,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,72.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,0.75,True,1,22464,2496.0,False,4160.0,0.0,3114.6666666666665,1920.0,2144.0,9,19264,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,67.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,1.0,True,5,43082,1050.780487804878,True,1215.0,689.5,2110.3333333333335,170.13333333333333,142.7,41,8215,13858,8036,7235,5696,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_7000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,33.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,7000,1.0,True,5,121280,2958.048780487805,False,4505.6,4608.0,3310.9333333333334,1710.9333333333334,1664.0,41,30464,20480,19968,27456,17920,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.0,True,1,2223,247.0,True,419.0,0.0,513.3333333333334,60.0,50.5,9,2139,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.0,True,1,24320,2702.222222222222,False,3392.0,0.0,4458.666666666667,1130.6666666666667,960.0,9,20160,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,76.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.25,True,1,3873,430.3333333333333,True,471.0,0.0,861.3333333333334,212.0,154.0,9,3691,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,53.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.25,True,1,20224,2247.1111111111113,False,2560.0,0.0,3114.6666666666665,1578.6666666666667,1696.0,9,16640,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,64.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.5,True,1,6964,773.7777777777778,True,1133.0,0.0,1703.3333333333333,220.0,221.0,9,6903,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,73.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.5,True,1,27904,3100.4444444444443,False,3200.0,0.0,4458.666666666667,2538.6666666666665,3008.0,9,24192,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,69.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.75,True,2,9421,554.1764705882352,True,1055.5,532.0,885.0,223.16666666666666,254.5,17,5930,3362,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,61.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,0.75,True,2,53312,3136.0,False,3264.0,7488.0,4042.6666666666665,1952.0,2048.0,17,31744,18240,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,89.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,1.0,True,10,57977,715.7654320987655,True,706.1,694.7777777777778,1257.9333333333334,228.96666666666667,189.5,81,8916,5911,5293,4767,7350,4673,5916,7415,5384,2296
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_8000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,11.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,8000,1.0,True,10,245376,3029.3333333333335,False,4230.4,4273.777777777777,3485.866666666667,1881.6,1836.8,81,27008,32320,22912,23040,30400,21888,21056,25408,24896,12864
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.0,True,1,3165,351.6666666666667,True,962.0,0.0,668.0,60.0,32.5,9,3146,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.0,True,1,22400,2488.8888888888887,False,2816.0,0.0,3221.3333333333335,1301.3333333333333,1120.0,9,16384,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,73.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.25,True,2,8383,493.11764705882354,True,838.5,462.0,845.3333333333334,189.5,164.25,17,3189,5159,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,81.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.25,True,2,50880,2992.9411764705883,False,4032.0,3904.0,3456.0,2464.0,2976.0,17,24896,22592,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,79.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.5,True,1,3945,438.3333333333333,True,771.0,0.0,924.3333333333334,121.66666666666667,123.5,9,3909,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,60.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.5,True,1,29504,3278.222222222222,False,4736.0,0.0,5482.666666666667,1749.3333333333333,1888.0,9,26432,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,72.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.75,True,1,3463,384.77777777777777,True,852.0,0.0,713.3333333333334,133.33333333333334,131.0,9,3392,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,55.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,0.75,True,1,35712,3968.0,False,4736.0,0.0,6272.0,2261.3333333333335,2112.0,9,30336,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,86.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,1.0,True,2,10453,614.8823529411765,True,1161.0,308.0,1117.6666666666667,181.33333333333334,112.75,17,5985,4439,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/strong_first/budget_9000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,14.0,gpt-5.2-high_vs_gpt-5-nano,strong_first,9000,1.0,True,2,50944,2996.705882352941,False,2560.0,4800.0,5034.666666666667,1461.3333333333333,1504.0,17,24576,24320,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.0,True,1,20224,2247.1111111111113,False,2752.0,0.0,3818.6666666666665,853.3333333333334,736.0,9,16768,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.0,True,1,1376,152.88888888888889,True,308.0,0.0,142.0,154.0,117.5,9,1196,0,0,0,0,0,0,0,0,0
