run_id,reviewer_mode,outcome_class,does_first_position_look_advantaged,private_thinking_available,reflection_available,core_takeaway,review_path,num_mechanisms
config_0206,child_worker,first_gt_last,True,True,True,"Agent_1 had an early value advantage and repeatedly anchored on Apple+Quill, but unanimity made that ideal too exclusionary. The final accepted pattern was not Agent_1's first-best; it was the safer Path B compromise that preserved Apple for Agent_1, gave Quill to Agent_2, and compensated Agent_3 with Jewel+Stone.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0206.json,5
config_0208,child_worker,first_gt_last,True,True,True,"The first speaker converted their highest-value bundle, Pencil+Quill, into a durable non-negotiable anchor. Later negotiation mostly shifted to Apple/Jewel/Stone among Agents 2 and 3, so the final consensus preserved Agent_1's early claim while the last-position agent accepted Apple+Jewel only after discounting.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0208.json,4
config_0210,child_worker,first_gt_last,True,True,False,"The first speaker gained the decisive substantive advantage by anchoring Quill as non-negotiable and defining the baseline allocation; the last proposer was selected only after copying that same allocation, so the last position did not beat the first on substance.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0210.json,5
config_0212,child_worker,first_gt_last,True,True,False,"The first position was advantaged because Agent_1 anchored immediately on Quill+Stone, then the group normalized that baseline as the momentum-preserving Round 1 deal while postponing the contested Stone fight to later rounds. The last position failed because it gave Agent_3 nothing, lowered Agent_1's utility, and did not create enough credible near-term Stone access for Agent_2.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0212.json,5
config_0214,child_worker,first_lt_last_counterexample,False,True,True,"The first speaker used the opening to claim Pencil, but that did not become a durable advantage because Agent_3 made an equally strong Pencil claim, Agent_2's Stone+Apple anchor was compatible with giving Pencil to Agent_3, and the negotiation eventually converged on an E-tweak that compensated Agent_1 with Jewel+Quill instead of Pencil.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0214.json,5
config_0216,child_worker,first_gt_last,True,True,False,"The first position was strongly advantaged because Agent_1 immediately anchored Jewel as non-negotiable and framed the rest as compensation; both later agents converged on accepting Jewel with Agent_1 rather than challenging for it, using the remaining-item split and Round 2 renegotiation as justification.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0216.json,5
config_0218,child_worker,first_gt_last,True,True,True,"The first position was advantaged because Agent_1 established Pencil as the stable anchor early and every later consensus path preserved it. But the advantage was not maximal: Agent_1 only reached unanimity after conceding Apple to Agent_3, so the final win over the last position came from anchoring the highest-value item while letting the non-Pencil split satisfy Agents 2 and 3.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0218.json,5
config_0220,child_worker,first_gt_last,True,True,True,"The first position won because Agent_1 anchored immediately on keeping Apple+Jewel, converted that into the shared public default, and never had to trade those top items away. The last position was repeatedly treated as needing only Quill or a possible private Stone upgrade, so its payoff stayed residual while the group optimized around Agent_1's protected anchor and Agent_2's Pencil package.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0220.json,5
config_0222,child_worker,first_gt_last,False,True,True,"The first speaking/proposing position did not look intrinsically advantaged in the bargaining substance: Agent_1 opened the frame and eventually authored one of the accepted final allocations, but the winning allocation was the repeated Option B consensus pattern with Quill held by Agent_2 and non-zero leftovers for all. First position mattered mainly by keeping the menu and fairness narrative alive, not by letting Agent_1 capture Quill.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0222.json,5
config_0224,child_worker,first_gt_last,True,True,True,"Agent_1's first-position advantage came from anchoring the negotiation around keeping Pencil and later Apple, then letting Agent_3's requested Apple transfer become a promised future Baseline C upgrade rather than the accepted deal. The final Round 4 consensus was Baseline B: Agent_1 kept Pencil+Apple, Agent_2 kept Stone, and Agent_3 accepted Jewel+Quill while preserving only a possible later upgrade.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0224.json,6
config_0226,child_worker,first_gt_last,True,True,True,"The first position looks advantaged because Agent_1 named Jewel as its top priority at the outset and the group converted that claim into a non-negotiable coalition anchor. The final recorded allocation gives Agent_1 Jewel, Agent_2 Apple+Stone, and Agent_3 Quill+Pencil, so with identical preferences Agent_1 keeps the 45-value item while the last position settles for Quill+Pencil worth 25 before discount.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0226.json,5
config_0228,child_worker,first_gt_last,True,True,False,"Agent_1 beat Agent_3 because the first speaker anchored the deal around keeping Stone, the single highest-value item, and later discussion converted that anchor into the shared baseline. The advantage is relative to the last position, not absolute, since Agent_2 ended higher than Agent_1.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0228.json,6
config_0230,child_worker,first_gt_last,True,True,True,"The first position looks advantaged mainly because Agent_1 spoke first, claimed Apple as the protected anchor, and the rest of the negotiation treated all post-Apple issues as secondary. Since all agents had the same value ordering, Apple alone beat the last position's final Quill+Pencil bundle after discounting, even though Agent_1 ultimately gave up the extra Stone it repeatedly preferred.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0230.json,7
config_0232,child_worker,first_gt_last,True,True,True,"The first position looks advantaged relative to the last, but through secondary-item control rather than winning Jewel. Agent_2 became the accepted Jewel holder, while Agent_1's early Apple claim became stable and repeated Option B framing moved Pencil to Agent_1. Agent_3 used veto power to avoid zero-item outcomes but ultimately accepted only Stone, leaving Agent_1 ahead by Apple+Pencil versus Stone.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0232.json,5
config_0234,child_worker,first_gt_last,True,True,True,"The first speaker looked advantaged because Agent_1 immediately made Pencil the focal claim, and the later negotiation treated every viable compromise as preserving Pencil for Agent_1 while compensating the others. The last-position agent was not excluded from discussion, but settled around Apple as a smaller target and its attempts to grab or redirect the high-value item were rejected.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0234.json,6
config_0238,child_worker,first_gt_last,True,True,True,"The first position looks strongly advantaged because Agent_1 opened by claiming Quill, the highest-valued item for all agents, and later rounds converted that claim into the default baseline. Agent_2 also wanted Quill, but publicly and privately shifted to accepting Pencil+Apple, while Agent_3 anchored on the much lower Stone+Jewel bundle. The raw votes show the final accepted allocation was the Option B baseline: Quill to Agent_1, Pencil+Apple to Agent_2, Stone+Jewel to Agent_3.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0238.json,7
config_0242,child_worker,first_lt_last_counterexample,False,True,True,"Agent_1 helped normalize the final baseline but received only Jewel, while Agent_5 preserved Apple and finished ahead.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0242.json,5
config_0244,child_worker,first_lt_last_counterexample,mixed/unclear,True,False,"Agent_1 kept the first-turn Quill anchor, but Agent_5 converted a late Pencil claim into the unanimous baseline and had the larger top-item payoff.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0244.json,5
config_0248,child_worker,first_gt_last,True,True,True,Agent_1's opening Option A became the anchor; Agent_5's Jewel/Stone goal conflicted with protected holders and never got a credible compensating path.,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0248.json,5
config_0250,child_worker,first_lt_last_counterexample,mixed/unclear,True,True,"Agent_1 anchored Apple, but Agent_5's higher-valued Stone became the consensus hinge and produced the higher final utility.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0250.json,5
config_0254,child_worker,first_gt_last,True,True,False,"Agent_1 won because Jewel-to-Agent_1 became the shared baseline, while Agent_5's stronger claims lacked coalition support.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0254.json,6
config_0256,child_worker,first_lt_last_counterexample,mixed/unclear,True,True,"Agent_1 set the Jewel agenda, but Agent_5 secured the much higher-valued Quill payoff.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0256.json,5
config_0260,child_worker,first_gt_last,True,True,False,"Agent_1's Pencil anchor became the consensus allocation, but Agent_5 also secured Stone, so the first-position edge was only one utility point.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0260.json,5
config_0268,child_worker,first_lt_last_counterexample,False,True,False,"Agent_1 successfully anchored Apple, but the group converged on Option A, which also protected Agent_5's non-negotiable Pencil. Because Pencil was worth 60 to Agent_5 while Apple was worth 39 to Agent_1, the last position won despite Agent_1 keeping the opening anchor.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0268.json,5
config_0272,child_worker,first_gt_last,True,True,True,"Agent_1 beat Agent_5 because Quill, Agent_1's 66-value item, was anchored early and then treated as protected throughout the process. Agent_5 also kept Pencil, so the gap is not just first-vs-last; the process advantage was the first speaker turning its highest-value item into a shared constraint while the last agent's protected item was worth much less.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0272.json,6
config_0274,child_worker,first_gt_last,True,True,True,"Agent_1's opening Pencil claim became the bargaining frame. The final canonical allocation gave Agent_1 Pencil and Agent_5 Stone, so Agent_1 beat the last speaker because later negotiation worked around Agent_1's protected anchor while Agent_5's stronger Quill claim was treated as a destabilizing deviation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0274.json,5
config_0284,child_worker,first_gt_last,True,True,False,"Agent_1 beat Agent_5 because the first turn made Apple a non-negotiable anchor and shifted bargaining to non-Apple swaps; everyone later proposed and voted for the same allocation. The result also reflects preference structure: Agent_5, despite speaking last, kept Pencil, its own top item, so the evidence is an anchoring advantage rather than pure order determinism.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0284.json,6
config_0286,child_worker,first_gt_last,True,True,True,"Agent_1 benefited from anchoring Quill immediately and then having that allocation recast as part of a protected core trio. Agent_5's stronger Pencil preference was repeatedly acknowledged but deferred to a fallback or later round, so the final Beta deal gave Agent_1 Quill and Agent_5 only Stone.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0286.json,5
config_0288,child_worker,first_lt_last_counterexample,False,True,True,"Agent_1 gained a real agenda-setting benefit by anchoring Quill early, but the accepted Path E package also protected Agent_5's top item, Pencil. Because Pencil was much more valuable to Agent_5 than Quill was to Agent_1 after discounting, the last position beat the first despite the first-speaker Quill anchor.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0288.json,5
config_0300,child_worker,first_gt_last,True,True,False,"Agent_1 beat Agent_5 by 10 because Apple was worth 52 to Agent_1 while Pencil was worth 42 to Agent_5, and Agent_1's first-turn Apple claim became a protected negotiation anchor. The result is not simple last-position suppression: Agent_5 also secured its top item and the final accepted proposal was Agent_5's identical Seed D allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0300.json,5
config_0302,child_worker,first_gt_last,mixed/unclear,True,True,"Agent_1 beat Agent_5 narrowly because the final consensus gave Agent_1 Apple, valued at 46, and Agent_5 Pencil, valued at 44, under the same Round 4 discount. The transcript does not show a large first-position procedural advantage: Agent_1's attempts to claim extra value were rejected, and the table repeatedly protected Agent_5's Pencil.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0302.json,5
config_0306,child_worker,first_lt_last_counterexample,mixed/unclear,True,True,"The first position gained a stable Apple anchor, but it did not translate into superiority over the last position. Agent_1's self-favoring first proposal was vetoed, while the final consensus gave one salient top item to each major claimant; Agent_5 kept Jewel, a higher final payoff than Agent_1's Apple after the round discount.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0306.json,6
config_0312,child_worker,first_gt_last,True,True,True,"The first position looks advantaged because Agent_1's Quill claim became a protected floor and carried a much higher value than Agent_5's protected Jewel. The last position was not excluded; A5 also got its top item, so the margin reflects floor-setting plus valuation size rather than simple deprivation of the last speaker.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0312.json,5
config_0322,child_worker,first_lt_last_counterexample,False,True,False,"This is a counterexample to first-position advantage: Agent_1 opened the discussion and kept Apple, but finished at 77 while last-position Agent_3 kept Jewel+Pencil for 100. The accepted final allocation aligns with Agent_2's formal proposal and the raw unanimous votes for Proposal 2, not with Agent_1's formal proposal.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0322.json,4
config_0324,child_worker,first_lt_last_counterexample,False,True,False,"This is a first-position counterexample: Agent_1 used the opening to secure Apple, but the final split gave Agent_3 the 100-point Pencil plus Stone, leaving Agent_1 at 79 and the last speaker at 100.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0324.json,4
config_0326,child_worker,first_eq_last,False,True,False,"The first speaker set a useful baseline, but the result does not look like a first-position advantage. The first and last proposals gave the same value-preserving allocation to all agents, and the selected consensus was the last agent's version, while the middle proposal failed because it moved Agent_3's top item away.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0326.json,4
config_0328,child_worker,first_eq_last,False,True,False,"The first position did not look payoff-advantaged: Agent_1 successfully anchored keeping Pencil, but every agent ultimately reached utility 100 and the accepted allocation followed a symmetric mutual-gains logic rather than favoring the first speaker over the last.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0328.json,4
config_0330,child_worker,first_eq_last,False,True,False,"No first-position payoff advantage is evident. Agent_1 set the opening baseline, but the split matched disjoint top priorities and gave the first and last positions equal maximum utility.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0330.json,4
config_0332,child_worker,first_eq_last,False,True,False,"Agent_1's opening claim to Apple shaped the public deal, but the transcript does not show a first-position advantage over the last position. All agents reached 100 utility, Agent_1's own formal proposal was unanimously rejected, and the selected consensus was Proposal #3 from Agent_3.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0332.json,4
config_0334,child_worker,first_eq_last,False,True,True,"The first speaker gained agenda control around securing Apple, but did not gain a final payoff advantage. Agent_3 used rejection leverage against proposals that left it empty, forcing the final split where Agent_1 kept Apple, Agent_2 kept Pencil+Quill, and Agent_3 received Jewel+Stone; all three ended at 90 utility.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0334.json,4
config_0336,child_worker,first_eq_last,False,True,False,"No first-position advantage is visible. Agent_1 secured Quill because it was uncontested, but the first formal proposal did not beat the last: Agent_1's proposal gave Agent_3 nothing and drew a rejection, while Agent_3's final proposal preserved all three top-value bundles and was accepted unanimously. The first and last positions both ended at maximum utility.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0336.json,4
config_0338,child_worker,first_eq_last,False,True,False,"The first position does not look advantaged in payoff terms: Agent_1 set the initial Quill-centered frame, but Agent_3, the last public speaker, secured Apple+Stone for 100 utility and all three agents ended with 100. The equality is explained less by positional power than by perfectly complementary preferences and rapid convergence on the same allocation.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0338.json,4
config_0340,child_worker,first_eq_last,False,True,False,"The first speaker successfully anchored Pencil as reserved for Agent_1, but this did not create a strict first-position advantage because the last speaker also received its top-valued Apple and ended with the same utility. The outcome was driven by complementary preferences and rapid convergence on a 2-2 split rather than by the first agent extracting surplus from the last.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0340.json,4
config_0342,child_worker,first_lt_last_counterexample,False,True,False,"Agent_1 spoke first and successfully normalized Pencil staying with Agent_1, but that anchor only secured a 41-point floor. Agent_3, speaking last in each discussion cycle, clearly steered the group toward Option A, and Agent_1 ultimately proposed the allocation that gave Agent_3 Jewel+Stone+Quill for 90 utility.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0342.json,5
config_0344,child_worker,first_gt_last,True,True,False,"Agent_1 used the first turn to frame Apple plus Quill as the default, and the later agents accepted that anchor while negotiating mainly over Stone, Jewel, and Pencil. The final allocation matched Agent_1's opening target and gave Agent_1 70 utility versus Agent_3's 41.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0344.json,5
config_0346,child_worker,first_lt_last_counterexample,False,True,False,"Agent_1 spoke first and seeded the Quill/Stone/Jewel agenda, but the advantage did not hold: Agent_2 formalized the consensus triad, Agent_3 received Jewel worth 61, and Agent_1 finished with Quill plus valueless Apple for 37.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0346.json,5
config_0356,child_worker,first_gt_last,True,True,False,"Agent_1 appears process-advantaged: as first speaker, they anchored Quill+Stone as the simple Round 1 baseline, then the other agents adopted that baseline as stability. Agent_3 submitted the winning formal proposal, but it preserved Agent_1's top-two bundle and left the last-position agent with only Jewel.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0356.json,5
config_0358,child_worker,first_gt_last,True,True,True,"Agent_1 beat Agent_3 because its opening Stone-first frame became the durable consensus baseline, while Agent_3's preferred Jewel+Apple upgrade stayed conditional on explicit consent. The process advantage was real but limited: Agent_2 captured the highest final utility and Agent_3's veto forced Jewel+Quill into the final deal.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0358.json,6
config_0362,child_worker,first_lt_last_counterexample,False,True,True,"The earlier/first position did not translate into a payoff advantage because early offers were vetoed when they over-favored a Jewel holder or left another agent with weak/zero payoff. Consensus only formed after the table converged on Path B: Agent_1 keeps Jewel, Agent_3 receives Apple+Quill, and Agent_2 receives Pencil+Stone, a lower-payoff but coalition-stable allocation for Agent_1 than several earlier self-serving possibilities.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0362.json,5
config_0364,child_worker,first_eq_last,False,True,True,"The first speaker helped lock Jewel with Agent_1 as the focal anchor, but the last-position Agent_3 offset that by originating and defending the Stone+Apple bundle; the final deal exactly matched that early Path A baseline, leaving first and last equal rather than first advantaged.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0364.json,5
config_0366,child_worker,first_gt_last,True,True,True,"The first position was advantaged because Agent_1 immediately anchored Quill+Pencil as a nonnegotiable top bundle, and the eventual consensus solved the remaining conflict by giving Agent_2 Apple and Agent_3 Jewel+Stone rather than dislodging Agent_1's bundle.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0366.json,6
config_0372,child_worker,first_gt_last,True,True,False,"Agent_1 benefited from moving first because it framed Stone as non-negotiable, offered only Stone-preserving anchors, and got the others to treat Option B as the consensus baseline. However, the last proposal did not lose as a proposal: all three formal proposals were identical, and the utility gap comes from the allocation favoring Agent_1's top item over Agent_3's side-item bundle.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0372.json,5
config_0374,child_worker,first_gt_last,True,True,True,"Agent_1's first position was advantaged because it immediately made Apple and Stone the stable non-negotiables. The exact early ask changed, and Agent_1 conceded Pencil, but the eventual consensus still preserved Agent_1's anchor pair plus Quill while Agent_3, the last speaker, accepted only Jewel.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0374.json,5
config_0382,child_worker,first_lt_last_counterexample,False,True,True,"The first position did not look advantaged: Agent_1 opened by claiming Stone, but consensus formed only after the group anchored Stone with Agent_2 and gave the last-position agent, Agent_3, Jewel plus Pencil.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0382.json,6
config_0386,child_worker,first_gt_last,True,True,False,"The first position beat the last position by securing Apple while the last position accepted the residual bundle, but the biggest winner was the middle speaker, Agent_2, who captured Pencil. The first-position advantage looks real but indirect: Agent_1 helped frame Apple as a fair high-value consolation and Agent_3 repeatedly legitimized a 23-point residual bundle as acceptable.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0386.json,5
config_0422,child_worker,first_gt_last,False,True,True,"Agent_1 finished slightly above Agent_5 because the final five-way allocation gave Agent_1 Apple (value 37) and Agent_5 Stone (value 36) under the same round-5 discount. The process shows a stable Apple anchor for Agent_1, but Agent_5 also secured a stable Stone anchor and the final accepted proposal came from Agent_5, so the transcript does not show a clear first-position process advantage.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0422.json,6
config_0462,child_worker,first_lt_last_counterexample,False,True,True,"This is a counterexample to first-position advantage. Agent_1 opened with Apple leverage, but the negotiation repeatedly made Stone defense the gating condition for consensus. By the final allocation Agent_1 held Jewel only, while Agent_5 held Stone; with round discounting this produced Agent_1 utility 15.309 versus Agent_5 utility 23.328.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0462.json,5
config_0464,child_worker,first_lt_last_counterexample,False,True,False,"The first-position speaker did not gain an advantage: Agent_1 opened by targeting Stone, but the final allocation gives Agent_1 Jewel for 22 utility while the last-position speaker, Agent_5, receives Apple for 31 utility. The group converged on a guardrail-respecting allocation that satisfied Quill, Pencil, Stone-for-Agent_3, and Apple-for-Agent_5 priorities rather than rewarding Agent_1's opening anchor.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0464.json,6
config_0482,child_worker,first_eq_last,False,True,False,"The first position did not beat the last position. Agent_1 used the first turn to anchor Pencil, but the successful allocation was a mutually compatible top-item split where Agent_1 kept Pencil, Agent_2 received Jewel+Apple+Quill, and Agent_3 received Stone; all agents ended with utility 100.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0482.json,4
config_0484,child_worker,first_lt_last_counterexample,False,True,False,"The first speaker did get its stated top item, Apple, but this was not enough to beat the last-position agent. The negotiation quickly converged on a low-conflict allocation where each agent received a distinct top priority, and Agent_3's top item was worth 100 versus Agent_1's Apple value of 63.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0484.json,5
config_0486,child_worker,first_eq_last,False,True,False,"The first position did not beat the last position. The discussion quickly converged on a value-aligned baseline, but the first and second formal proposals failed because they left Agent_3 without Apple and Stone. The last speaker's proposal gave each agent exactly their high-value bundle and was accepted unanimously.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0486.json,6
config_0502,child_worker,first_gt_last,True,True,True,"Agent_1's first-position Quill+Stone anchor became the negotiation default and any Stone move was repeatedly framed as requiring compensation. Agent_3's last-position Jewel veto also mattered, so the result is not pure ordering, but the process clearly protected Agent_1's top bundle more than Agent_3's broader interests.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0502.json,6
config_0504,child_worker,first_eq_last,False,True,False,"Agent_1's opening anchor shaped the agreed split, but there is no clear first-position advantage: Agent_3, the last speaker, matched Agent_1's utility because the final deal gave each agent a distinct top item.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0504.json,5
config_0506,child_worker,first_gt_last,True,True,True,"Agent_1 beat Agent_3 because its opening Option C became the negotiation anchor: keep Quill+Pencil with Agent_1, keep Stone with Agent_2, and satisfy Agent_3's Apple+Jewel veto. The final outcome also gave Agent_3 its top bundle, so the edge is not domination; it is that Agent_1's protected bundle was much higher value to Agent_1 than Apple+Jewel was to Agent_3.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0506.json,5
config_0522,child_worker,first_lt_last_counterexample,False,True,True,"The first mover began by anchoring on keeping Apple, but that did not become an advantage because Apple-only or two-agent allocations repeatedly excluded Agent_3 and failed unanimity. Consensus emerged only when the last-position/Agent_3 proposal gave Agent_3 Apple plus Pencil while preserving Quill+Jewel for Agent_1 and Stone for Agent_2.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0522.json,4
config_0524,child_worker,first_lt_last_counterexample,False,True,True,"The first position opened with a strong Pencil-owning stance, but that did not translate into final advantage because consensus repeatedly required a credible multi-item path and eventually converged on a stable baseline with Pencil assigned to Agent_2 and non-Pencil compensation to Agents 1 and 3.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0524.json,5
config_0526,child_worker,first_gt_last,True,True,False,"The first position was strongly advantaged because Agent_1 framed Anchor A early, repeated it as the stable Round 1 baseline, and got Agent_2 to duplicate it formally. The last position failed because Agent_3 publicly accepted Anchor A, then submitted a malformed/self-defeating final proposal that voters interpreted as giving Agent_3 no items.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0526.json,5
config_0542,child_worker,first_gt_last,True,True,True,"The first position looks advantaged because Agent_1 opened by claiming the two 35-point items, and the rest of the negotiation treated that claim as the fixed anchor. Later bargaining mostly moved around Stone, Jewel, and Quill, so final consensus preserved Apple+Pencil for Agent_1 while Agent_3 accepted the small leftover bundle.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0542.json,6
config_0562,child_worker,first_lt_last_counterexample,mixed/unclear,True,True,"Agent_1 secured Quill, but the same anchor consensus protected Agent_5's higher-valued Jewel, so the last position won.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0562.json,5
config_0604,child_worker,first_lt_last_counterexample,False,True,True,"Agent_1 spoke first and initially framed the table around Pencil, but unanimity forced movement away from first-friendly allocations. Round 2 converged on Path Alpha, where Agent_1 accepted discounted Stone for 22.5 while Agent_5 secured discounted Jewel for 33.3, so the last position beat the first through a recognized high-value claim rather than a speaking-order advantage.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0604.json,5
config_0606,child_worker,first_gt_last,True,True,False,"Agent_1's first-speaker framing made Stone-for-Agent_1 part of the coalition baseline before Agent_5 could press its stronger Stone valuation. Agent_5 ultimately echoed the baseline and received Quill, so the first position beat the last by agenda-setting rather than by being the final accepted proposer.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0606.json,6
config_0626,child_worker,first_lt_last_counterexample,False,True,True,"The first position shaped the winning Path A allocation, but it did not translate into payoff advantage: Agent_1 settled for Stone while Agent_5 protected Apple, a much higher-valued anchor for the last position.",/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0626.json,5
