adversary_model,adversary_elo,adversary_short,model_order,run_id,rho,theta,competition_index,baseline_utility,adversary_utility,social_welfare,payoff_diff,util_ratio,consensus_reached,final_round
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,3
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,3
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1,1397,DeepSeek-R1,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,3
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,4
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,5
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-r1-0528,0,deepseek-r1-0528,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,5
deepseek-v3,0,deepseek-v3,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-v3,0,deepseek-v3,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-v3,0,deepseek-v3,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,4
deepseek-v3,0,deepseek-v3,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,10
deepseek-v3,0,deepseek-v3,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
deepseek-v3,0,deepseek-v3,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
deepseek-v3,0,deepseek-v3,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,3
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-2.5-pro,0,gemini-2.5-pro,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,9
gemini-3-pro,1490,Gemini 3 Pro,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,3
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,3
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gemini-3-pro,1490,Gemini 3 Pro,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,4
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,4
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,3
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,6
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,9
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,3
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gemma-3-27b-it,0,gemma-3-27b-it,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,3
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4.1-nano-2025-04-14,0,gpt-4.1-nano-2025-04-14,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,4
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,3
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-4o-2024-05-13,0,gpt-4o-2024-05-13,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-4o-mini-2024-07-18,0,gpt-4o-mini-2024-07-18,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,3
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5-nano-high,0,gpt-5-nano-high,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
