config_id,proposal_family,condition_role,pairing_id,focal_model,baseline_model,n_agents,competition_level,replicate_id,field_id,random_seed,models,ecology_models,output_dir,status,consensus_reached,final_round,focal_agent_utility,mean_utility_all_agents
1870,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.5|rep5,deepseek-r1,gpt-5-nano,5,0.5,5.0,,28539,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_05/control,NOT_STARTED,,,,
1871,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.5|rep6,deepseek-r1,gpt-5-nano,5,0.5,6.0,,28565,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_06/focal,NOT_STARTED,,,,
1872,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.5|rep6,deepseek-r1,gpt-5-nano,5,0.5,6.0,,28565,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_06/control,NOT_STARTED,,,,
1873,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.5|rep7,deepseek-r1,gpt-5-nano,5,0.5,7.0,,28591,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_07/focal,NOT_STARTED,,,,
1874,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.5|rep7,deepseek-r1,gpt-5-nano,5,0.5,7.0,,28591,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_07/control,NOT_STARTED,,,,
1875,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.5|rep8,deepseek-r1,gpt-5-nano,5,0.5,8.0,,28617,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_08/focal,NOT_STARTED,,,,
1876,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.5|rep8,deepseek-r1,gpt-5-nano,5,0.5,8.0,,28617,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_08/control,NOT_STARTED,,,,
1877,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.5|rep9,deepseek-r1,gpt-5-nano,5,0.5,9.0,,28643,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_09/focal,NOT_STARTED,,,,
1878,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.5|rep9,deepseek-r1,gpt-5-nano,5,0.5,9.0,,28643,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_09/control,NOT_STARTED,,,,
1879,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.5|rep10,deepseek-r1,gpt-5-nano,5,0.5,10.0,,28669,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_10/focal,NOT_STARTED,,,,
1880,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.5|rep10,deepseek-r1,gpt-5-nano,5,0.5,10.0,,28669,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p5/rep_10/control,NOT_STARTED,,,,
1881,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep1,deepseek-r1,gpt-5-nano,5,0.9,1.0,,28695,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_01/focal,NOT_STARTED,,,,
1882,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep1,deepseek-r1,gpt-5-nano,5,0.9,1.0,,28695,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_01/control,NOT_STARTED,,,,
1883,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep2,deepseek-r1,gpt-5-nano,5,0.9,2.0,,28721,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_02/focal,NOT_STARTED,,,,
1884,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep2,deepseek-r1,gpt-5-nano,5,0.9,2.0,,28721,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_02/control,NOT_STARTED,,,,
1885,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep3,deepseek-r1,gpt-5-nano,5,0.9,3.0,,28747,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_03/focal,NOT_STARTED,,,,
1886,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep3,deepseek-r1,gpt-5-nano,5,0.9,3.0,,28747,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_03/control,NOT_STARTED,,,,
1887,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep4,deepseek-r1,gpt-5-nano,5,0.9,4.0,,28773,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_04/focal,NOT_STARTED,,,,
1888,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep4,deepseek-r1,gpt-5-nano,5,0.9,4.0,,28773,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_04/control,NOT_STARTED,,,,
1889,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep5,deepseek-r1,gpt-5-nano,5,0.9,5.0,,28799,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_05/focal,NOT_STARTED,,,,
1890,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep5,deepseek-r1,gpt-5-nano,5,0.9,5.0,,28799,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_05/control,NOT_STARTED,,,,
1891,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep6,deepseek-r1,gpt-5-nano,5,0.9,6.0,,28825,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_06/focal,NOT_STARTED,,,,
1892,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep6,deepseek-r1,gpt-5-nano,5,0.9,6.0,,28825,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_06/control,NOT_STARTED,,,,
1893,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep7,deepseek-r1,gpt-5-nano,5,0.9,7.0,,28851,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_07/focal,NOT_STARTED,,,,
1894,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep7,deepseek-r1,gpt-5-nano,5,0.9,7.0,,28851,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_07/control,NOT_STARTED,,,,
1895,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep8,deepseek-r1,gpt-5-nano,5,0.9,8.0,,28877,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_08/focal,NOT_STARTED,,,,
1896,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep8,deepseek-r1,gpt-5-nano,5,0.9,8.0,,28877,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_08/control,NOT_STARTED,,,,
1897,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep9,deepseek-r1,gpt-5-nano,5,0.9,9.0,,28903,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_09/focal,NOT_STARTED,,,,
1898,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep9,deepseek-r1,gpt-5-nano,5,0.9,9.0,,28903,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_09/control,NOT_STARTED,,,,
1899,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp0.9|rep10,deepseek-r1,gpt-5-nano,5,0.9,10.0,,28929,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_10/focal,NOT_STARTED,,,,
1900,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp0.9|rep10,deepseek-r1,gpt-5-nano,5,0.9,10.0,,28929,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_0p9/rep_10/control,NOT_STARTED,,,,
1901,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep1,deepseek-r1,gpt-5-nano,5,1.0,1.0,,28955,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_01/focal,NOT_STARTED,,,,
1902,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep1,deepseek-r1,gpt-5-nano,5,1.0,1.0,,28955,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_01/control,NOT_STARTED,,,,
1903,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep2,deepseek-r1,gpt-5-nano,5,1.0,2.0,,28981,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_02/focal,NOT_STARTED,,,,
1904,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep2,deepseek-r1,gpt-5-nano,5,1.0,2.0,,28981,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_02/control,NOT_STARTED,,,,
1905,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep3,deepseek-r1,gpt-5-nano,5,1.0,3.0,,29007,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_03/focal,NOT_STARTED,,,,
1906,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep3,deepseek-r1,gpt-5-nano,5,1.0,3.0,,29007,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_03/control,NOT_STARTED,,,,
1907,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep4,deepseek-r1,gpt-5-nano,5,1.0,4.0,,29033,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_04/focal,NOT_STARTED,,,,
1908,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep4,deepseek-r1,gpt-5-nano,5,1.0,4.0,,29033,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_04/control,NOT_STARTED,,,,
1909,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep5,deepseek-r1,gpt-5-nano,5,1.0,5.0,,29059,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_05/focal,NOT_STARTED,,,,
1910,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep5,deepseek-r1,gpt-5-nano,5,1.0,5.0,,29059,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_05/control,NOT_STARTED,,,,
1911,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep6,deepseek-r1,gpt-5-nano,5,1.0,6.0,,29085,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_06/focal,NOT_STARTED,,,,
1912,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep6,deepseek-r1,gpt-5-nano,5,1.0,6.0,,29085,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_06/control,NOT_STARTED,,,,
1913,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep7,deepseek-r1,gpt-5-nano,5,1.0,7.0,,29111,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_07/focal,NOT_STARTED,,,,
1914,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep7,deepseek-r1,gpt-5-nano,5,1.0,7.0,,29111,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_07/control,NOT_STARTED,,,,
1915,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep8,deepseek-r1,gpt-5-nano,5,1.0,8.0,,29137,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_08/focal,NOT_STARTED,,,,
1916,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep8,deepseek-r1,gpt-5-nano,5,1.0,8.0,,29137,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_08/control,NOT_STARTED,,,,
1917,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep9,deepseek-r1,gpt-5-nano,5,1.0,9.0,,29163,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_09/focal,NOT_STARTED,,,,
1918,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep9,deepseek-r1,gpt-5-nano,5,1.0,9.0,,29163,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_09/control,NOT_STARTED,,,,
1919,proposal1_invasion,focal,proposal1|deepseek-r1|n5|comp1.0|rep10,deepseek-r1,gpt-5-nano,5,1.0,10.0,,29189,"['deepseek-r1', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_10/focal,NOT_STARTED,,,,
1920,proposal1_invasion,control,proposal1|deepseek-r1|n5|comp1.0|rep10,deepseek-r1,gpt-5-nano,5,1.0,10.0,,29189,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1/n_5/comp_1/rep_10/control,NOT_STARTED,,,,
1441,proposal1_invasion,focal,proposal1|deepseek-r1-0528|n3|comp0.0|rep1,deepseek-r1-0528,gpt-5-nano,3,0.0,1.0,,22975,"['deepseek-r1-0528', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_01/focal,NOT_STARTED,,,,
1442,proposal1_invasion,control,proposal1|deepseek-r1-0528|n3|comp0.0|rep1,deepseek-r1-0528,gpt-5-nano,3,0.0,1.0,,22975,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_01/control,NOT_STARTED,,,,
1443,proposal1_invasion,focal,proposal1|deepseek-r1-0528|n3|comp0.0|rep2,deepseek-r1-0528,gpt-5-nano,3,0.0,2.0,,23001,"['deepseek-r1-0528', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_02/focal,NOT_STARTED,,,,
1444,proposal1_invasion,control,proposal1|deepseek-r1-0528|n3|comp0.0|rep2,deepseek-r1-0528,gpt-5-nano,3,0.0,2.0,,23001,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_02/control,NOT_STARTED,,,,
1445,proposal1_invasion,focal,proposal1|deepseek-r1-0528|n3|comp0.0|rep3,deepseek-r1-0528,gpt-5-nano,3,0.0,3.0,,23027,"['deepseek-r1-0528', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_03/focal,NOT_STARTED,,,,
1446,proposal1_invasion,control,proposal1|deepseek-r1-0528|n3|comp0.0|rep3,deepseek-r1-0528,gpt-5-nano,3,0.0,3.0,,23027,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_03/control,NOT_STARTED,,,,
1447,proposal1_invasion,focal,proposal1|deepseek-r1-0528|n3|comp0.0|rep4,deepseek-r1-0528,gpt-5-nano,3,0.0,4.0,,23053,"['deepseek-r1-0528', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_04/focal,NOT_STARTED,,,,
1448,proposal1_invasion,control,proposal1|deepseek-r1-0528|n3|comp0.0|rep4,deepseek-r1-0528,gpt-5-nano,3,0.0,4.0,,23053,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_04/control,NOT_STARTED,,,,
1449,proposal1_invasion,focal,proposal1|deepseek-r1-0528|n3|comp0.0|rep5,deepseek-r1-0528,gpt-5-nano,3,0.0,5.0,,23079,"['deepseek-r1-0528', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_05/focal,NOT_STARTED,,,,
1450,proposal1_invasion,control,proposal1|deepseek-r1-0528|n3|comp0.0|rep5,deepseek-r1-0528,gpt-5-nano,3,0.0,5.0,,23079,"['gpt-5-nano', 'gpt-5-nano', 'gpt-5-nano']",[],/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_deepseek-r1-0528/n_3/comp_0/rep_05/control,NOT_STARTED,,,,
