packet_id,file_path,baseline_agent,adversary_agent,baseline_model,adversary_model,adversary_short,adversary_tier,adversary_elo,model_order,competition_level,discussion_turns,consensus_reached,final_round,baseline_utility,adversary_utility,utility_gap,top_item_conflict,top2_overlap_count,accepted_proposer,accepted_proposer_role,baseline_proposal_count,baseline_unique_proposals,baseline_repeat_rate,baseline_all_items_rate,baseline_parse_failure_rate,baseline_opening_self_raw,baseline_opening_other_raw,baseline_opening_self_share,baseline_first_concession_round,baseline_late_concession_score,baseline_total_concession,baseline_largest_single_concession,baseline_final_self_raw,baseline_final_other_raw,baseline_stubbornness_proxy,adversary_proposal_count,adversary_unique_proposals,adversary_repeat_rate,adversary_all_items_rate,adversary_parse_failure_rate,adversary_opening_self_raw,adversary_opening_other_raw,adversary_opening_self_share,adversary_first_concession_round,adversary_late_concession_score,adversary_total_concession,adversary_largest_single_concession,adversary_final_self_raw,adversary_final_other_raw,adversary_stubbornness_proxy
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_deepseek_r1_strong_first_comp_0_25_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_deepseek-r1/strong_first/comp_0.25/turns_2/run_2/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,deepseek-r1,DeepSeek R1,Medium,1398.0,strong_first,0.25,2,True,2,61.2,85.5,24.299999999999997,False,0,Agent_1,baseline,2,2,0.0,0.0,0.0,72.0,82.0,0.4675324675324675,2.0,0.1111111111111111,4.0,4.0,68.0,95.0,0.027777777777777776,2,1,1.0,0.0,0.0,95.0,68.0,0.5828220858895705,,1.0,0.0,0.0,95.0,68.0,0.5
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_deepseek_r1_weak_first_comp_0_25_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_deepseek-r1/weak_first/comp_0.25/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,deepseek-r1,DeepSeek R1,Medium,1398.0,weak_first,0.25,1,True,1,76.0,94.0,18.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,76.0,94.0,0.4470588235294118,,0.5,0.0,0.0,76.0,94.0,0.125,1,1,0.0,0.0,0.0,94.0,76.0,0.5529411764705883,,0.5,0.0,0.0,94.0,76.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_deepseek_r1_weak_first_comp_0_25_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_deepseek-r1/weak_first/comp_0.25/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,deepseek-r1,DeepSeek R1,Medium,1398.0,weak_first,0.25,2,True,1,66.0,88.0,22.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,66.0,88.0,0.42857142857142855,,0.5,0.0,0.0,66.0,88.0,0.125,1,1,0.0,0.0,0.0,88.0,66.0,0.5714285714285714,,0.5,0.0,0.0,88.0,66.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_claude_haiku_4_5_20251001_strong_first_comp_0_25_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_claude-haiku-4-5-20251001/strong_first/comp_0.25/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,claude-haiku-4-5-20251001,Haiku 4.5,Medium,1407.0,strong_first,0.25,1,True,1,75.0,90.0,15.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,75.0,90.0,0.45454545454545453,,0.5,0.0,0.0,75.0,90.0,0.125,1,1,0.0,0.0,0.0,90.0,75.0,0.5454545454545454,,0.5,0.0,0.0,90.0,75.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_claude_haiku_4_5_20251001_strong_first_comp_0_25_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_claude-haiku-4-5-20251001/strong_first/comp_0.25/turns_2/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,claude-haiku-4-5-20251001,Haiku 4.5,Medium,1407.0,strong_first,0.25,2,True,1,81.0,90.0,9.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,81.0,90.0,0.47368421052631576,,0.5,0.0,0.0,81.0,90.0,0.125,1,1,0.0,0.0,0.0,90.0,81.0,0.5263157894736842,,0.5,0.0,0.0,90.0,81.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_claude_haiku_4_5_20251001_weak_first_comp_0_25_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_claude-haiku-4-5-20251001/weak_first/comp_0.25/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,claude-haiku-4-5-20251001,Haiku 4.5,Medium,1407.0,weak_first,0.25,1,True,3,63.18000000000001,58.32000000000001,-4.859999999999999,False,0,Agent_1,baseline,3,1,1.0,0.0,0.0,78.0,72.0,0.52,,1.0,0.0,0.0,78.0,72.0,0.5,3,2,0.5,0.0,0.0,93.0,72.0,0.5636363636363636,3.0,0.2222222222222222,21.0,21.0,72.0,78.0,0.18055555555555555
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_claude_haiku_4_5_20251001_weak_first_comp_0_25_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_claude-haiku-4-5-20251001/weak_first/comp_0.25/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,claude-haiku-4-5-20251001,Haiku 4.5,Medium,1407.0,weak_first,0.25,2,True,1,74.0,93.0,19.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,74.0,93.0,0.4431137724550898,,0.5,0.0,0.0,74.0,93.0,0.125,1,1,0.0,0.0,0.0,93.0,74.0,0.5568862275449101,,0.5,0.0,0.0,93.0,74.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_amazon_nova_pro_v1_0_strong_first_comp_0_5_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_amazon-nova-pro-v1.0/strong_first/comp_0.5/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,amazon-nova-pro-v1.0,Nova Pro,Medium,1290.0,strong_first,0.5,1,True,1,78.0,68.0,-10.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,78.0,68.0,0.5342465753424658,,0.5,0.0,0.0,78.0,68.0,0.125,1,1,0.0,0.0,0.0,68.0,78.0,0.4657534246575342,,0.5,0.0,0.0,68.0,78.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_amazon_nova_pro_v1_0_strong_first_comp_0_5_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_amazon-nova-pro-v1.0/strong_first/comp_0.5/turns_2/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,amazon-nova-pro-v1.0,Nova Pro,Medium,1290.0,strong_first,0.5,2,True,1,86.0,65.0,-21.0,False,0,Agent_2,baseline,1,1,0.0,0.0,0.0,86.0,65.0,0.5695364238410596,,0.5,0.0,0.0,86.0,65.0,0.125,1,1,0.0,1.0,1.0,100.0,0.0,1.0,,0.5,0.0,0.0,100.0,0.0,0.625
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_amazon_nova_pro_v1_0_weak_first_comp_0_5_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_amazon-nova-pro-v1.0/weak_first/comp_0.5/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,amazon-nova-pro-v1.0,Nova Pro,Medium,1290.0,weak_first,0.5,1,True,1,84.0,60.0,-24.0,False,0,Agent_2,adversary,1,1,0.0,0.0,0.0,54.0,39.0,0.5806451612903226,,0.5,0.0,0.0,54.0,39.0,0.125,1,1,0.0,0.0,0.0,60.0,84.0,0.4166666666666667,,0.5,0.0,0.0,60.0,84.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_amazon_nova_pro_v1_0_weak_first_comp_0_5_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_amazon-nova-pro-v1.0/weak_first/comp_0.5/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,amazon-nova-pro-v1.0,Nova Pro,Medium,1290.0,weak_first,0.5,2,True,2,56.7,80.10000000000001,23.400000000000006,False,0,Agent_1,baseline,2,1,1.0,0.0,0.0,63.0,89.0,0.4144736842105263,,1.0,0.0,0.0,63.0,89.0,0.5,2,1,1.0,0.0,0.0,71.0,58.0,0.5503875968992248,,1.0,0.0,0.0,71.0,58.0,0.5
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwen2_5_72b_instruct_strong_first_comp_0_5_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwen2.5-72b-instruct/strong_first/comp_0.5/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,qwen2.5-72b-instruct,Qwen2.5 72B,Medium,1302.0,strong_first,0.5,1,True,1,82.0,65.0,-17.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,82.0,65.0,0.5578231292517006,,0.5,0.0,0.0,82.0,65.0,0.125,1,1,0.0,0.0,0.0,65.0,82.0,0.4421768707482993,,0.5,0.0,0.0,65.0,82.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwen2_5_72b_instruct_strong_first_comp_0_5_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwen2.5-72b-instruct/strong_first/comp_0.5/turns_2/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,qwen2.5-72b-instruct,Qwen2.5 72B,Medium,1302.0,strong_first,0.5,2,True,2,55.800000000000004,29.7,-26.100000000000005,False,0,Agent_1,adversary,2,2,0.0,0.0,0.0,87.0,66.0,0.5686274509803921,2.0,0.1111111111111111,25.0,25.0,62.0,33.0,0.027777777777777776,2,2,0.0,0.0,0.0,41.0,32.0,0.5616438356164384,2.0,0.1111111111111111,8.0,8.0,33.0,62.0,0.027777777777777776
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwen2_5_72b_instruct_weak_first_comp_0_5_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwen2.5-72b-instruct/weak_first/comp_0.5/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,qwen2.5-72b-instruct,Qwen2.5 72B,Medium,1302.0,weak_first,0.5,1,True,1,65.0,83.0,18.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,65.0,83.0,0.4391891891891892,,0.5,0.0,0.0,65.0,83.0,0.125,1,1,0.0,0.0,0.0,83.0,65.0,0.5608108108108109,,0.5,0.0,0.0,83.0,65.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwen2_5_72b_instruct_weak_first_comp_0_5_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwen2.5-72b-instruct/weak_first/comp_0.5/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,qwen2.5-72b-instruct,Qwen2.5 72B,Medium,1302.0,weak_first,0.5,2,True,1,63.0,90.0,27.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,63.0,90.0,0.4117647058823529,,0.5,0.0,0.0,63.0,90.0,0.125,1,1,0.0,0.0,0.0,90.0,63.0,0.5882352941176471,,0.5,0.0,0.0,90.0,63.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4o_mini_2024_07_18_strong_first_comp_0_5_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4o-mini-2024-07-18/strong_first/comp_0.5/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,gpt-4o-mini-2024-07-18,GPT-4o mini,Medium,1317.0,strong_first,0.5,1,True,1,58.0,23.0,-35.0,False,1,Agent_1,adversary,1,1,0.0,0.0,0.0,58.0,68.0,0.4603174603174603,,0.5,0.0,0.0,58.0,68.0,0.125,1,1,0.0,0.0,0.0,23.0,58.0,0.2839506172839506,,0.5,0.0,0.0,23.0,58.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4o_mini_2024_07_18_strong_first_comp_0_5_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4o-mini-2024-07-18/strong_first/comp_0.5/turns_2/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,gpt-4o-mini-2024-07-18,GPT-4o mini,Medium,1317.0,strong_first,0.5,2,True,1,86.0,64.0,-22.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,52.0,66.0,0.4406779661016949,,0.5,0.0,0.0,52.0,66.0,0.125,1,1,0.0,0.0,0.0,64.0,86.0,0.4266666666666667,,0.5,0.0,0.0,64.0,86.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4o_mini_2024_07_18_weak_first_comp_0_5_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4o-mini-2024-07-18/weak_first/comp_0.5/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,gpt-4o-mini-2024-07-18,GPT-4o mini,Medium,1317.0,weak_first,0.5,1,True,1,66.0,90.0,24.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,66.0,90.0,0.4230769230769231,,0.5,0.0,0.0,66.0,90.0,0.125,1,1,0.0,0.0,0.0,90.0,66.0,0.5769230769230769,,0.5,0.0,0.0,90.0,66.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4o_mini_2024_07_18_weak_first_comp_0_5_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4o-mini-2024-07-18/weak_first/comp_0.5/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,gpt-4o-mini-2024-07-18,GPT-4o mini,Medium,1317.0,weak_first,0.5,2,True,4,52.48800000000001,42.282000000000004,-10.206000000000003,False,0,Agent_1,baseline,4,3,0.3333333333333333,0.0,0.0,66.0,90.0,0.4230769230769231,,1.0,0.0,13.0,72.0,58.0,0.3333333333333333,4,2,0.6666666666666666,0.0,0.0,71.0,43.0,0.6228070175438597,2.0,0.1111111111111111,3.0,3.0,68.0,6.0,0.19444444444444442
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_llama_3_3_70b_instruct_strong_first_comp_0_5_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_llama-3.3-70b-instruct/strong_first/comp_0.5/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,llama-3.3-70b-instruct,Llama 3.3 70B,Medium,1318.0,strong_first,0.5,1,True,1,84.0,63.0,-21.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,84.0,63.0,0.5714285714285714,,0.5,0.0,0.0,84.0,63.0,0.125,1,1,0.0,0.0,0.0,63.0,84.0,0.42857142857142855,,0.5,0.0,0.0,63.0,84.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_llama_3_3_70b_instruct_strong_first_comp_0_5_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_llama-3.3-70b-instruct/strong_first/comp_0.5/turns_2/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,llama-3.3-70b-instruct,Llama 3.3 70B,Medium,1318.0,strong_first,0.5,2,True,1,87.0,67.0,-20.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,87.0,67.0,0.564935064935065,,0.5,0.0,0.0,87.0,67.0,0.125,1,1,0.0,0.0,0.0,67.0,87.0,0.43506493506493504,,0.5,0.0,0.0,67.0,87.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_llama_3_3_70b_instruct_weak_first_comp_0_5_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_llama-3.3-70b-instruct/weak_first/comp_0.5/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,llama-3.3-70b-instruct,Llama 3.3 70B,Medium,1318.0,weak_first,0.5,1,True,1,70.0,85.0,15.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,70.0,85.0,0.45161290322580644,,0.5,0.0,0.0,70.0,85.0,0.125,1,1,0.0,0.0,0.0,85.0,70.0,0.5483870967741935,,0.5,0.0,0.0,85.0,70.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_llama_3_3_70b_instruct_weak_first_comp_0_5_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_llama-3.3-70b-instruct/weak_first/comp_0.5/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,llama-3.3-70b-instruct,Llama 3.3 70B,Medium,1318.0,weak_first,0.5,2,True,1,64.0,77.0,13.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,64.0,77.0,0.45390070921985815,,0.5,0.0,0.0,64.0,77.0,0.125,1,1,0.0,0.0,0.0,61.0,83.0,0.4236111111111111,,0.5,0.0,0.0,61.0,83.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4_1_nano_2025_04_14_strong_first_comp_0_5_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4.1-nano-2025-04-14/strong_first/comp_0.5/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,Medium,1322.0,strong_first,0.5,1,True,1,84.0,57.0,-27.0,False,1,Agent_1,adversary,1,1,0.0,0.0,0.0,53.0,80.0,0.39849624060150374,,0.5,0.0,0.0,53.0,80.0,0.125,1,1,0.0,0.0,0.0,57.0,84.0,0.40425531914893614,,0.5,0.0,0.0,57.0,84.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4_1_nano_2025_04_14_strong_first_comp_0_5_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4.1-nano-2025-04-14/strong_first/comp_0.5/turns_2/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,Medium,1322.0,strong_first,0.5,2,True,1,74.0,48.0,-26.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,71.0,81.0,0.46710526315789475,,0.5,0.0,0.0,71.0,81.0,0.125,1,1,0.0,0.0,0.0,48.0,74.0,0.39344262295081966,,0.5,0.0,0.0,48.0,74.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4_1_nano_2025_04_14_weak_first_comp_0_5_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4.1-nano-2025-04-14/weak_first/comp_0.5/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,Medium,1322.0,weak_first,0.5,1,True,1,58.0,83.0,25.0,False,0,Agent_2,adversary,1,1,0.0,0.0,0.0,53.0,83.0,0.3897058823529412,,0.5,0.0,0.0,53.0,83.0,0.125,1,1,0.0,0.0,0.0,83.0,58.0,0.5886524822695035,,0.5,0.0,0.0,83.0,58.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_4_1_nano_2025_04_14_weak_first_comp_0_5_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-4.1-nano-2025-04-14/weak_first/comp_0.5/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,Medium,1322.0,weak_first,0.5,2,True,1,65.0,77.0,12.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,65.0,77.0,0.45774647887323944,,0.5,0.0,0.0,65.0,77.0,0.125,1,1,0.0,0.0,0.0,60.0,41.0,0.594059405940594,,0.5,0.0,0.0,60.0,41.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwq_32b_strong_first_comp_0_5_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwq-32b/strong_first/comp_0.5/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,qwq-32b,QwQ-32B,Medium,1336.0,strong_first,0.5,1,True,1,71.0,81.0,10.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,71.0,81.0,0.46710526315789475,,0.5,0.0,0.0,71.0,81.0,0.125,1,1,0.0,0.0,0.0,81.0,71.0,0.5328947368421053,,0.5,0.0,0.0,81.0,71.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwq_32b_strong_first_comp_0_5_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwq-32b/strong_first/comp_0.5/turns_2/run_2/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,qwq-32b,QwQ-32B,Medium,1336.0,strong_first,0.5,2,True,1,63.0,84.0,21.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,63.0,84.0,0.42857142857142855,,0.5,0.0,0.0,63.0,84.0,0.125,1,1,0.0,0.0,0.0,84.0,63.0,0.5714285714285714,,0.5,0.0,0.0,84.0,63.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwq_32b_weak_first_comp_0_5_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwq-32b/weak_first/comp_0.5/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,qwq-32b,QwQ-32B,Medium,1336.0,weak_first,0.5,1,True,1,65.0,90.0,25.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,65.0,90.0,0.41935483870967744,,0.5,0.0,0.0,65.0,90.0,0.125,1,1,0.0,0.0,0.0,90.0,65.0,0.5806451612903226,,0.5,0.0,0.0,90.0,65.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_qwq_32b_weak_first_comp_0_5_turns_2_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_qwq-32b/weak_first/comp_0.5/turns_2/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,qwq-32b,QwQ-32B,Medium,1336.0,weak_first,0.5,2,True,1,80.0,73.0,-7.0,False,0,Agent_1,baseline,1,1,0.0,0.0,0.0,80.0,73.0,0.5228758169934641,,0.5,0.0,0.0,80.0,73.0,0.125,1,1,0.0,0.0,0.0,73.0,80.0,0.477124183006536,,0.5,0.0,0.0,73.0,80.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_5_nano_high_strong_first_comp_0_5_turns_1_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-5-nano-high/strong_first/comp_0.5/turns_1/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,gpt-5-nano-high,GPT-5-nano,Medium,1337.0,strong_first,0.5,1,True,1,57.0,78.0,21.0,False,0,Agent_2,baseline,1,1,0.0,0.0,0.0,57.0,78.0,0.4222222222222222,,0.5,0.0,0.0,57.0,78.0,0.125,1,1,0.0,0.0,0.0,76.0,46.0,0.6229508196721312,,0.5,0.0,0.0,76.0,46.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_5_nano_high_strong_first_comp_0_5_turns_2_run_2_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-5-nano-high/strong_first/comp_0.5/turns_2/run_2/experiment_results.json,Agent_2,Agent_1,gpt-5-nano,gpt-5-nano-high,GPT-5-nano,Medium,1337.0,strong_first,0.5,2,True,1,59.0,87.0,28.0,False,0,Agent_1,adversary,1,1,0.0,0.0,0.0,59.0,87.0,0.4041095890410959,,0.5,0.0,0.0,59.0,87.0,0.125,1,1,0.0,0.0,0.0,87.0,59.0,0.5958904109589042,,0.5,0.0,0.0,87.0,59.0,0.125
experiments_results_scaling_experiment_20260404_064451_gpt_5_nano_vs_gpt_5_nano_high_weak_first_comp_0_5_turns_1_run_1_experiment_results_json,/scratch/gpfs/DANQIC/jz4391/bargain/experiments/results/scaling_experiment_20260404_064451/gpt-5-nano_vs_gpt-5-nano-high/weak_first/comp_0.5/turns_1/run_1/experiment_results.json,Agent_1,Agent_2,gpt-5-nano,gpt-5-nano-high,GPT-5-nano,Medium,1337.0,weak_first,0.5,1,True,2,72.0,55.800000000000004,-16.199999999999996,False,0,Agent_1,baseline,2,2,0.0,0.0,0.0,71.0,84.0,0.45806451612903226,,1.0,0.0,0.0,80.0,62.0,0.25,2,2,0.0,0.0,0.0,62.0,80.0,0.43661971830985913,2.0,0.1111111111111111,40.0,40.0,22.0,56.0,0.027777777777777776
