experiment_dir,source_batch,agent_id,is_nonreasoning,utility,model_pair,model_order,token_budget_prompted,competition_level,consensus_reached,final_round,total_tokens_sum,avg_tokens_per_interaction,num_interactions,setup_tokens_avg,thinking_tokens_avg,discussion_tokens_avg,proposal_tokens_avg,voting_tokens_avg,reflection_tokens_avg,round_0_tokens,round_1_tokens,round_2_tokens,round_3_tokens,round_4_tokens,round_5_tokens,round_6_tokens,round_7_tokens,round_8_tokens,round_9_tokens,round_10_tokens
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,73.0,QwQ-32B_vs_gpt-5-nano,weak_first,2000,1.0,True,1,47371,5263.444444444444,9,2567.0,4170.0,10721.333333333334,1967.6666666666667,0,0.0,5134,42237,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,True,27.0,QwQ-32B_vs_gpt-5-nano,weak_first,2000,1.0,True,1,43503,7250.5,9,3912.0,6129.0,9850.0,0.0,0,0.0,7824,35679,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.0,True,1,30471,3385.6666666666665,9,2979.5,4057.0,5311.333333333333,1507.0,0,0.0,5959,24512,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.0,True,1,18029,3004.8333333333335,9,2076.5,2938.0,3646.0,0.0,0,0.0,4153,13876,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,72.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.25,True,1,34834,3870.4444444444443,9,2194.5,4207.0,6305.333333333333,2440.6666666666665,0,0.0,4389,30445,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,True,95.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.25,True,1,25980,4330.0,9,3131.0,4617.0,5033.666666666667,0.0,0,0.0,6262,19718,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,81.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.5,True,1,47698,5299.777777777777,9,2939.5,3668.0,11125.333333333334,1591.6666666666667,0,0.0,5879,41819,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,True,64.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.5,True,1,34292,5715.333333333333,9,3351.0,1837.0,8584.333333333334,0.0,0,0.0,6702,27590,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,56.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.75,True,1,48879,5431.0,9,2463.0,3620.0,10507.333333333334,2937.0,0,0.0,4926,43953,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,True,75.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,0.75,True,1,43937,7322.833333333333,9,2828.5,6231.0,10683.0,0.0,0,0.0,5657,38280,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,61.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,1.0,True,6,284339,5802.836734693878,49,2980.0,4359.5,10547.444444444445,1914.388888888889,0,5581.8,5960,47282,47453,43736,39617,54923,45368,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,True,39.0,QwQ-32B_vs_gpt-5-nano,weak_first,3000,1.0,True,6,235084,7583.354838709677,49,2320.0,4740.666666666667,9736.777777777777,0.0,0,5347.6,4640,48651,32946,36121,33909,46774,32043,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,95.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.0,True,1,34566,3840.6666666666665,9,3461.0,3588.0,6417.666666666667,1601.0,0,0.0,6922,27644,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.0,True,1,28879,4813.166666666667,9,2583.5,2878.0,6944.666666666667,0.0,0,0.0,5167,23712,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,74.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.25,True,1,36035,4003.8888888888887,9,2962.0,4568.0,6580.333333333333,1934.0,0,0.0,5924,30111,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,True,82.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.25,True,1,29756,4959.333333333333,9,4195.0,5617.0,5249.666666666667,0.0,0,0.0,8390,21366,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,64.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.5,True,2,62477,3675.1176470588234,17,2076.0,3691.5,5454.166666666667,2150.3333333333335,0,5315.0,4152,30383,27942,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,True,84.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.5,True,2,44600,4054.5454545454545,17,2423.5,2182.0,5319.666666666667,0.0,0,3471.0,4847,20551,19202,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,58.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.75,True,1,43400,4822.222222222223,9,2696.0,4451.0,9170.0,2015.6666666666667,0,0.0,5392,38008,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,True,70.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,0.75,True,1,35041,5840.166666666667,9,2507.0,3011.0,9005.333333333334,0.0,0,0.0,5014,30027,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,15.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,1.0,True,4,210904,6391.030303030303,33,4511.0,5691.0,11048.166666666666,2438.6666666666665,0,5758.666666666667,9022,54129,44277,54888,48588,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_4000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,True,85.0,QwQ-32B_vs_gpt-5-nano,weak_first,4000,1.0,True,4,168541,8025.761904761905,33,2805.0,5976.5,10217.333333333334,0.0,0,5472.333333333333,5610,49181,37895,38080,37775,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.0,True,1,31681,3520.1111111111113,9,2713.5,5089.0,5748.666666666667,1306.3333333333333,0,0.0,5427,26254,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.0,True,1,18491,3081.8333333333335,9,2060.5,4715.0,3218.3333333333335,0.0,0,0.0,4121,14370,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,72.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.25,True,1,34262,3806.8888888888887,9,2683.5,4198.0,6689.333333333333,1543.0,0,0.0,5367,28895,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,True,87.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.25,True,1,21544,3590.6666666666665,9,3209.5,2546.0,4193.0,0.0,0,0.0,6419,15125,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,67.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.5,True,1,47868,5318.666666666667,9,2309.0,4747.0,11094.333333333334,1740.0,0,0.0,4618,43250,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,True,84.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.5,True,1,36207,6034.5,9,2863.5,4038.0,8814.0,0.0,0,0.0,5727,30480,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,76.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.75,True,1,44505,4945.0,9,2803.0,4309.0,9607.666666666666,1922.3333333333333,0,0.0,5606,38899,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,True,49.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,0.75,True,1,29999,4999.833333333333,9,3842.5,2992.0,6440.666666666667,0.0,0,0.0,7685,22314,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,60.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,1.0,True,2,91037,5355.117647058823,17,2874.5,6566.0,9108.666666666666,2128.8333333333335,0,4731.0,5749,42298,42990,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_500/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,True,40.0,QwQ-32B_vs_gpt-5-nano,weak_first,500,1.0,True,2,56501,5136.454545454545,17,1587.5,3370.5,7268.166666666667,0.0,0,2976.0,3175,26330,26996,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,58.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.0,True,1,34309,3812.1111111111113,9,2784.0,4362.0,6268.666666666667,1857.6666666666667,0,0.0,5568,28741,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.0,True,1,22868,3811.3333333333335,9,2944.5,2871.0,4702.666666666667,0.0,0,0.0,5889,16979,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,77.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.25,True,1,45799,5088.777777777777,9,2854.0,4273.0,10424.0,1515.3333333333333,0,0.0,5708,40091,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,True,90.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.25,True,1,40292,6715.333333333333,9,3228.5,4790.0,9681.666666666666,0.0,0,0.0,6457,33835,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,87.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.5,True,1,34183,3798.1111111111113,9,2467.0,4149.0,6584.333333333333,1782.3333333333333,0,0.0,4934,29249,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,True,59.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.5,True,1,30346,5057.666666666667,9,5564.5,3653.0,5188.0,0.0,0,0.0,11129,19217,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,74.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.75,True,1,42079,4675.444444444444,9,1944.5,5185.0,8813.666666666666,2188.0,0,0.0,3889,38190,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,True,54.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,0.75,True,1,30816,5136.0,9,2681.5,3827.0,7208.666666666667,0.0,0,0.0,5363,25453,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,66.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,1.0,True,2,111396,6552.705882352941,17,3071.0,5032.0,12972.166666666666,1913.5,0,5876.0,6142,59608,45646,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_5000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,True,34.0,QwQ-32B_vs_gpt-5-nano,weak_first,5000,1.0,True,2,105062,9551.09090909091,17,3411.5,6546.0,13088.0,0.0,0,6619.0,6823,49471,48768,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,72.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.0,True,1,28408,3156.4444444444443,9,2630.0,5886.0,3877.0,1877.0,0,0.0,5260,23148,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,77.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.0,True,1,18249,3041.5,9,2640.0,1750.0,3739.6666666666665,0.0,0,0.0,5280,12969,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,84.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.25,True,1,47097,5233.0,9,2394.0,5059.0,10608.333333333334,1808.3333333333333,0,0.0,4788,42309,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,True,82.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.25,True,1,34267,5711.166666666667,9,3301.5,2535.0,8376.333333333334,0.0,0,0.0,6603,27664,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,81.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.5,True,1,43809,4867.666666666667,9,3327.0,6209.0,7423.333333333333,2892.0,0,0.0,6654,37155,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,True,66.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.5,True,1,28649,4774.833333333333,9,3739.5,3822.0,5782.666666666667,0.0,0,0.0,7479,21170,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,61.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.75,True,2,103070,6062.941176470588,17,1981.5,4466.5,10979.166666666666,2845.8333333333335,0,7224.0,3963,51804,47303,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,True,70.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,0.75,True,2,81578,7416.181818181818,17,1873.5,5432.0,10280.166666666666,0.0,0,5286.0,3747,40054,37777,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,50.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,1.0,True,2,107090,6299.411764705882,17,2647.0,4893.0,11939.166666666666,2385.8333333333335,0,6060.0,5294,64206,37590,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_6000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,True,50.0,QwQ-32B_vs_gpt-5-nano,weak_first,6000,1.0,True,2,90486,8226.0,17,2518.5,4974.5,11718.333333333334,0.0,0,5190.0,5037,51368,34081,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.0,True,1,42524,4724.888888888889,9,2371.5,5522.0,9078.0,1675.0,0,0.0,4743,37781,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.0,True,1,24335,4055.8333333333335,9,3117.5,3375.0,4908.333333333333,0.0,0,0.0,6235,18100,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,71.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.25,True,1,45449,5049.888888888889,9,3023.5,4547.0,9607.333333333334,2011.0,0,0.0,6047,39402,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,True,94.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.25,True,1,34350,5725.0,9,3752.5,2668.0,8059.0,0.0,0,0.0,7505,26845,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,66.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.5,True,1,37866,4207.333333333333,9,2472.0,3765.0,7374.0,2345.0,0,0.0,4944,32922,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,True,86.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.5,True,1,25192,4198.666666666667,9,2065.5,3011.0,6016.666666666667,0.0,0,0.0,4131,21061,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,76.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.75,True,1,64780,7197.777777777777,9,2747.5,5980.0,14116.0,3652.3333333333335,0,0.0,5495,59285,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,True,52.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,0.75,True,1,48919,8153.166666666667,9,3662.0,3821.0,12591.333333333334,0.0,0,0.0,7324,41595,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,57.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,1.0,True,2,100234,5896.117647058823,17,2513.0,4239.0,11205.333333333334,2321.8333333333335,0,5567.0,5026,51447,43761,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_7000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,True,43.0,QwQ-32B_vs_gpt-5-nano,weak_first,7000,1.0,True,2,102728,9338.90909090909,17,5071.5,4802.0,12800.333333333334,0.0,0,6179.0,10143,49737,42848,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.0,True,1,32168,3574.222222222222,9,3368.5,4592.0,5308.666666666667,1637.6666666666667,0,0.0,6737,25431,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.0,True,1,20496,3416.0,9,2764.5,3060.0,3969.0,0.0,0,0.0,5529,14967,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,92.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.25,True,1,47088,5232.0,9,3203.5,4054.0,10371.333333333334,1837.6666666666667,0,0.0,6407,40681,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,True,79.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.25,True,1,31512,5252.0,9,4254.5,2511.0,6830.666666666667,0.0,0,0.0,8509,23003,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,70.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.5,True,1,43219,4802.111111111111,9,2775.5,5690.0,9102.333333333334,1557.0,0,0.0,5551,37668,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,True,81.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.5,True,1,26813,4468.833333333333,9,2939.5,4375.0,5519.666666666667,0.0,0,0.0,5879,20934,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,57.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.75,True,1,53263,5918.111111111111,9,2949.5,6241.0,11126.666666666666,2581.0,0,0.0,5899,47364,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_8000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,True,60.0,QwQ-32B_vs_gpt-5-nano,weak_first,8000,0.75,True,1,33252,5542.0,9,3708.0,2694.0,7714.0,0.0,0,0.0,7416,25836,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_9000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,9000,0.0,True,1,31921,3546.777777777778,9,2727.0,3772.0,6130.666666666667,1434.3333333333333,0,0.0,5454,26467,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/QwQ-32B_vs_gpt-5-nano/weak_first/budget_9000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,True,100.0,QwQ-32B_vs_gpt-5-nano,weak_first,9000,0.0,True,1,17207,2867.8333333333335,9,1601.0,1833.0,4057.3333333333335,0.0,0,0.0,3202,14005,0,0,0,0,0,0,0,0,0
