experiment_group,config_id,run_name,game,n_agents,json_errors
homogeneous,2564,config_2564_game3_homogeneous_control_n10_sigma_0p2_alpha_0p2_seed2,game3,10,2
homogeneous,2575,config_2575_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p2_claude_sonnet_4_20250514_last_seed1,game3,10,2
homogeneous,2612,config_2612_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed2,game3,10,2
homogeneous,2695,config_2695_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed1,game3,10,2
homogeneous,2698,config_2698_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed2,game3,10,2
heterogeneous,234,config_0234_game1_heterogeneous_random_n4_comp_0p0_run02,game1,4,1
heterogeneous,235,config_0235_game1_heterogeneous_random_n4_comp_0p0_run03,game1,4,1
heterogeneous,240,config_0240_game1_heterogeneous_random_n4_comp_0p0_run08,game1,4,1
heterogeneous,241,config_0241_game1_heterogeneous_random_n4_comp_0p0_run09,game1,4,1
heterogeneous,244,config_0244_game1_heterogeneous_random_n4_comp_0p0_run12,game1,4,1
heterogeneous,245,config_0245_game1_heterogeneous_random_n4_comp_0p0_run13,game1,4,1
heterogeneous,250,config_0250_game1_heterogeneous_random_n4_comp_0p0_run18,game1,4,1
heterogeneous,252,config_0252_game1_heterogeneous_random_n4_comp_0p0_run20,game1,4,1
heterogeneous,275,config_0275_game1_heterogeneous_random_n4_comp_0p25_run01,game1,4,1
heterogeneous,278,config_0278_game1_heterogeneous_random_n4_comp_0p25_run04,game1,4,1
heterogeneous,280,config_0280_game1_heterogeneous_random_n4_comp_0p25_run06,game1,4,1
heterogeneous,281,config_0281_game1_heterogeneous_random_n4_comp_0p25_run07,game1,4,1
heterogeneous,285,config_0285_game1_heterogeneous_random_n4_comp_0p25_run11,game1,4,1
heterogeneous,287,config_0287_game1_heterogeneous_random_n4_comp_0p25_run13,game1,4,1
heterogeneous,291,config_0291_game1_heterogeneous_random_n4_comp_0p25_run17,game1,4,1
heterogeneous,293,config_0293_game1_heterogeneous_random_n4_comp_0p25_run19,game1,4,1
heterogeneous,325,config_0325_game1_heterogeneous_random_n4_comp_0p5_run09,game1,4,1
heterogeneous,326,config_0326_game1_heterogeneous_random_n4_comp_0p5_run10,game1,4,1
heterogeneous,328,config_0328_game1_heterogeneous_random_n4_comp_0p5_run12,game1,4,1
heterogeneous,329,config_0329_game1_heterogeneous_random_n4_comp_0p5_run13,game1,4,1
heterogeneous,331,config_0331_game1_heterogeneous_random_n4_comp_0p5_run15,game1,4,1
heterogeneous,363,config_0363_game1_heterogeneous_random_n4_comp_0p75_run05,game1,4,1
heterogeneous,366,config_0366_game1_heterogeneous_random_n4_comp_0p75_run08,game1,4,1
heterogeneous,367,config_0367_game1_heterogeneous_random_n4_comp_0p75_run09,game1,4,1
heterogeneous,370,config_0370_game1_heterogeneous_random_n4_comp_0p75_run12,game1,4,1
heterogeneous,371,config_0371_game1_heterogeneous_random_n4_comp_0p75_run13,game1,4,1
heterogeneous,373,config_0373_game1_heterogeneous_random_n4_comp_0p75_run15,game1,4,1
heterogeneous,375,config_0375_game1_heterogeneous_random_n4_comp_0p75_run17,game1,4,1
heterogeneous,411,config_0411_game1_heterogeneous_random_n4_comp_1p0_run11,game1,4,1
heterogeneous,413,config_0413_game1_heterogeneous_random_n4_comp_1p0_run13,game1,4,1
heterogeneous,448,config_0448_game1_heterogeneous_random_n6_comp_0p0_run06,game1,6,1
heterogeneous,449,config_0449_game1_heterogeneous_random_n6_comp_0p0_run07,game1,6,1
heterogeneous,456,config_0456_game1_heterogeneous_random_n6_comp_0p0_run14,game1,6,1
heterogeneous,458,config_0458_game1_heterogeneous_random_n6_comp_0p0_run16,game1,6,1
heterogeneous,488,config_0488_game1_heterogeneous_random_n6_comp_0p25_run04,game1,6,1
heterogeneous,489,config_0489_game1_heterogeneous_random_n6_comp_0p25_run05,game1,6,1
heterogeneous,493,config_0493_game1_heterogeneous_random_n6_comp_0p25_run09,game1,6,1
heterogeneous,495,config_0495_game1_heterogeneous_random_n6_comp_0p25_run11,game1,6,1
heterogeneous,498,config_0498_game1_heterogeneous_random_n6_comp_0p25_run14,game1,6,1
heterogeneous,499,config_0499_game1_heterogeneous_random_n6_comp_0p25_run15,game1,6,1
heterogeneous,501,config_0501_game1_heterogeneous_random_n6_comp_0p25_run17,game1,6,1
heterogeneous,502,config_0502_game1_heterogeneous_random_n6_comp_0p25_run18,game1,6,1
heterogeneous,503,config_0503_game1_heterogeneous_random_n6_comp_0p25_run19,game1,6,1
heterogeneous,534,config_0534_game1_heterogeneous_random_n6_comp_0p5_run08,game1,6,1
heterogeneous,542,config_0542_game1_heterogeneous_random_n6_comp_0p5_run16,game1,6,1
heterogeneous,569,config_0569_game1_heterogeneous_random_n6_comp_0p75_run01,game1,6,1
heterogeneous,570,config_0570_game1_heterogeneous_random_n6_comp_0p75_run02,game1,6,1
heterogeneous,571,config_0571_game1_heterogeneous_random_n6_comp_0p75_run03,game1,6,1
heterogeneous,579,config_0579_game1_heterogeneous_random_n6_comp_0p75_run11,game1,6,1
heterogeneous,587,config_0587_game1_heterogeneous_random_n6_comp_0p75_run19,game1,6,1
heterogeneous,588,config_0588_game1_heterogeneous_random_n6_comp_0p75_run20,game1,6,1
heterogeneous,611,config_0611_game1_heterogeneous_random_n6_comp_1p0_run01,game1,6,1
heterogeneous,614,config_0614_game1_heterogeneous_random_n6_comp_1p0_run04,game1,6,1
heterogeneous,621,config_0621_game1_heterogeneous_random_n6_comp_1p0_run11,game1,6,1
heterogeneous,622,config_0622_game1_heterogeneous_random_n6_comp_1p0_run12,game1,6,1
heterogeneous,623,config_0623_game1_heterogeneous_random_n6_comp_1p0_run13,game1,6,1
heterogeneous,625,config_0625_game1_heterogeneous_random_n6_comp_1p0_run15,game1,6,1
heterogeneous,628,config_0628_game1_heterogeneous_random_n6_comp_1p0_run18,game1,6,1
heterogeneous,657,config_0657_game1_heterogeneous_random_n8_comp_0p0_run05,game1,8,1
heterogeneous,658,config_0658_game1_heterogeneous_random_n8_comp_0p0_run06,game1,8,1
heterogeneous,659,config_0659_game1_heterogeneous_random_n8_comp_0p0_run07,game1,8,1
heterogeneous,660,config_0660_game1_heterogeneous_random_n8_comp_0p0_run08,game1,8,1
heterogeneous,665,config_0665_game1_heterogeneous_random_n8_comp_0p0_run13,game1,8,1
heterogeneous,666,config_0666_game1_heterogeneous_random_n8_comp_0p0_run14,game1,8,1
heterogeneous,669,config_0669_game1_heterogeneous_random_n8_comp_0p0_run17,game1,8,1
heterogeneous,670,config_0670_game1_heterogeneous_random_n8_comp_0p0_run18,game1,8,1
heterogeneous,697,config_0697_game1_heterogeneous_random_n8_comp_0p25_run03,game1,8,1
heterogeneous,701,config_0701_game1_heterogeneous_random_n8_comp_0p25_run07,game1,8,1
heterogeneous,702,config_0702_game1_heterogeneous_random_n8_comp_0p25_run08,game1,8,1
heterogeneous,714,config_0714_game1_heterogeneous_random_n8_comp_0p25_run20,game1,8,1
heterogeneous,738,config_0738_game1_heterogeneous_random_n8_comp_0p5_run02,game1,8,1
heterogeneous,739,config_0739_game1_heterogeneous_random_n8_comp_0p5_run03,game1,8,1
heterogeneous,740,config_0740_game1_heterogeneous_random_n8_comp_0p5_run04,game1,8,1
heterogeneous,741,config_0741_game1_heterogeneous_random_n8_comp_0p5_run05,game1,8,1
heterogeneous,744,config_0744_game1_heterogeneous_random_n8_comp_0p5_run08,game1,8,1
heterogeneous,745,config_0745_game1_heterogeneous_random_n8_comp_0p5_run09,game1,8,1
heterogeneous,746,config_0746_game1_heterogeneous_random_n8_comp_0p5_run10,game1,8,1
heterogeneous,756,config_0756_game1_heterogeneous_random_n8_comp_0p5_run20,game1,8,1
heterogeneous,780,config_0780_game1_heterogeneous_random_n8_comp_0p75_run02,game1,8,1
heterogeneous,784,config_0784_game1_heterogeneous_random_n8_comp_0p75_run06,game1,8,1
heterogeneous,787,config_0787_game1_heterogeneous_random_n8_comp_0p75_run09,game1,8,1
heterogeneous,789,config_0789_game1_heterogeneous_random_n8_comp_0p75_run11,game1,8,1
heterogeneous,792,config_0792_game1_heterogeneous_random_n8_comp_0p75_run14,game1,8,1
heterogeneous,793,config_0793_game1_heterogeneous_random_n8_comp_0p75_run15,game1,8,1
heterogeneous,795,config_0795_game1_heterogeneous_random_n8_comp_0p75_run17,game1,8,1
heterogeneous,822,config_0822_game1_heterogeneous_random_n8_comp_1p0_run02,game1,8,1
heterogeneous,824,config_0824_game1_heterogeneous_random_n8_comp_1p0_run04,game1,8,1
heterogeneous,825,config_0825_game1_heterogeneous_random_n8_comp_1p0_run05,game1,8,1
heterogeneous,826,config_0826_game1_heterogeneous_random_n8_comp_1p0_run06,game1,8,1
heterogeneous,830,config_0830_game1_heterogeneous_random_n8_comp_1p0_run10,game1,8,1
heterogeneous,832,config_0832_game1_heterogeneous_random_n8_comp_1p0_run12,game1,8,1
heterogeneous,834,config_0834_game1_heterogeneous_random_n8_comp_1p0_run14,game1,8,1
heterogeneous,835,config_0835_game1_heterogeneous_random_n8_comp_1p0_run15,game1,8,1
heterogeneous,864,config_0864_game1_heterogeneous_random_n10_comp_0p0_run02,game1,10,1
heterogeneous,869,config_0869_game1_heterogeneous_random_n10_comp_0p0_run07,game1,10,1
heterogeneous,870,config_0870_game1_heterogeneous_random_n10_comp_0p0_run08,game1,10,1
heterogeneous,871,config_0871_game1_heterogeneous_random_n10_comp_0p0_run09,game1,10,1
heterogeneous,874,config_0874_game1_heterogeneous_random_n10_comp_0p0_run12,game1,10,1
heterogeneous,875,config_0875_game1_heterogeneous_random_n10_comp_0p0_run13,game1,10,1
heterogeneous,878,config_0878_game1_heterogeneous_random_n10_comp_0p0_run16,game1,10,1
heterogeneous,879,config_0879_game1_heterogeneous_random_n10_comp_0p0_run17,game1,10,1
heterogeneous,881,config_0881_game1_heterogeneous_random_n10_comp_0p0_run19,game1,10,1
heterogeneous,882,config_0882_game1_heterogeneous_random_n10_comp_0p0_run20,game1,10,1
heterogeneous,909,config_0909_game1_heterogeneous_random_n10_comp_0p25_run05,game1,10,1
heterogeneous,916,config_0916_game1_heterogeneous_random_n10_comp_0p25_run12,game1,10,1
heterogeneous,920,config_0920_game1_heterogeneous_random_n10_comp_0p25_run16,game1,10,1
heterogeneous,921,config_0921_game1_heterogeneous_random_n10_comp_0p25_run17,game1,10,1
heterogeneous,947,config_0947_game1_heterogeneous_random_n10_comp_0p5_run01,game1,10,1
heterogeneous,950,config_0950_game1_heterogeneous_random_n10_comp_0p5_run04,game1,10,1
heterogeneous,951,config_0951_game1_heterogeneous_random_n10_comp_0p5_run05,game1,10,1
heterogeneous,958,config_0958_game1_heterogeneous_random_n10_comp_0p5_run12,game1,10,1
heterogeneous,959,config_0959_game1_heterogeneous_random_n10_comp_0p5_run13,game1,10,1
heterogeneous,965,config_0965_game1_heterogeneous_random_n10_comp_0p5_run19,game1,10,1
heterogeneous,990,config_0990_game1_heterogeneous_random_n10_comp_0p75_run02,game1,10,1
heterogeneous,991,config_0991_game1_heterogeneous_random_n10_comp_0p75_run03,game1,10,1
heterogeneous,995,config_0995_game1_heterogeneous_random_n10_comp_0p75_run07,game1,10,1
heterogeneous,997,config_0997_game1_heterogeneous_random_n10_comp_0p75_run09,game1,10,1
heterogeneous,998,config_0998_game1_heterogeneous_random_n10_comp_0p75_run10,game1,10,1
heterogeneous,999,config_0999_game1_heterogeneous_random_n10_comp_0p75_run11,game1,10,1
heterogeneous,1001,config_1001_game1_heterogeneous_random_n10_comp_0p75_run13,game1,10,1
heterogeneous,1002,config_1002_game1_heterogeneous_random_n10_comp_0p75_run14,game1,10,1
heterogeneous,1008,config_1008_game1_heterogeneous_random_n10_comp_0p75_run20,game1,10,1
heterogeneous,1034,config_1034_game1_heterogeneous_random_n10_comp_1p0_run04,game1,10,1
heterogeneous,1035,config_1035_game1_heterogeneous_random_n10_comp_1p0_run05,game1,10,1
heterogeneous,1038,config_1038_game1_heterogeneous_random_n10_comp_1p0_run08,game1,10,1
heterogeneous,1039,config_1039_game1_heterogeneous_random_n10_comp_1p0_run09,game1,10,1
heterogeneous,1040,config_1040_game1_heterogeneous_random_n10_comp_1p0_run10,game1,10,1
heterogeneous,1042,config_1042_game1_heterogeneous_random_n10_comp_1p0_run12,game1,10,1
heterogeneous,1043,config_1043_game1_heterogeneous_random_n10_comp_1p0_run13,game1,10,1
heterogeneous,1044,config_1044_game1_heterogeneous_random_n10_comp_1p0_run14,game1,10,1
heterogeneous,1256,config_1256_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p2_run16,game2,4,1
heterogeneous,1257,config_1257_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p2_run17,game2,4,1
heterogeneous,1259,config_1259_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p2_run19,game2,4,1
heterogeneous,1260,config_1260_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p2_run20,game2,4,1
heterogeneous,1284,config_1284_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p8_run02,game2,4,1
heterogeneous,1292,config_1292_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p8_run10,game2,4,1
heterogeneous,1299,config_1299_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p8_run17,game2,4,1
heterogeneous,1301,config_1301_game2_heterogeneous_random_n4_rho_0p319802274228682_theta_0p8_run19,game2,4,1
heterogeneous,1327,config_1327_game2_heterogeneous_random_n4_rho_0p9_theta_0p2_run03,game2,4,1
heterogeneous,1329,config_1329_game2_heterogeneous_random_n4_rho_0p9_theta_0p2_run05,game2,4,1
heterogeneous,1341,config_1341_game2_heterogeneous_random_n4_rho_0p9_theta_0p2_run17,game2,4,1
heterogeneous,1343,config_1343_game2_heterogeneous_random_n4_rho_0p9_theta_0p2_run19,game2,4,1
heterogeneous,1384,config_1384_game2_heterogeneous_random_n4_rho_0p9_theta_0p8_run18,game2,4,1
heterogeneous,1410,config_1410_game2_heterogeneous_random_n6_rho_0p19130568257555955_theta_0p2_run02,game2,6,1
heterogeneous,1412,config_1412_game2_heterogeneous_random_n6_rho_0p19130568257555955_theta_0p2_run04,game2,6,1
heterogeneous,1419,config_1419_game2_heterogeneous_random_n6_rho_0p19130568257555955_theta_0p2_run11,game2,6,1
heterogeneous,1458,config_1458_game2_heterogeneous_random_n6_rho_0p19130568257555955_theta_0p8_run08,game2,6,1
heterogeneous,1464,config_1464_game2_heterogeneous_random_n6_rho_0p19130568257555955_theta_0p8_run14,game2,6,1
heterogeneous,1465,config_1465_game2_heterogeneous_random_n6_rho_0p19130568257555955_theta_0p8_run15,game2,6,1
heterogeneous,1467,config_1467_game2_heterogeneous_random_n6_rho_0p19130568257555955_theta_0p8_run17,game2,6,1
heterogeneous,1493,config_1493_game2_heterogeneous_random_n6_rho_0p9_theta_0p2_run01,game2,6,1
heterogeneous,1494,config_1494_game2_heterogeneous_random_n6_rho_0p9_theta_0p2_run02,game2,6,1
heterogeneous,1504,config_1504_game2_heterogeneous_random_n6_rho_0p9_theta_0p2_run12,game2,6,1
heterogeneous,1542,config_1542_game2_heterogeneous_random_n6_rho_0p9_theta_0p8_run08,game2,6,1
heterogeneous,1543,config_1543_game2_heterogeneous_random_n6_rho_0p9_theta_0p8_run09,game2,6,1
heterogeneous,1549,config_1549_game2_heterogeneous_random_n6_rho_0p9_theta_0p8_run15,game2,6,1
heterogeneous,1550,config_1550_game2_heterogeneous_random_n6_rho_0p9_theta_0p8_run16,game2,6,1
heterogeneous,1553,config_1553_game2_heterogeneous_random_n6_rho_0p9_theta_0p8_run19,game2,6,1
heterogeneous,1580,config_1580_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run04,game2,8,1
heterogeneous,1581,config_1581_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run05,game2,8,1
heterogeneous,1585,config_1585_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run09,game2,8,1
heterogeneous,1586,config_1586_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run10,game2,8,1
heterogeneous,1588,config_1588_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run12,game2,8,1
heterogeneous,1589,config_1589_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run13,game2,8,1
heterogeneous,1590,config_1590_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run14,game2,8,1
heterogeneous,1594,config_1594_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p2_run18,game2,8,1
heterogeneous,1620,config_1620_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p8_run02,game2,8,1
heterogeneous,1632,config_1632_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p8_run14,game2,8,1
heterogeneous,1636,config_1636_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p8_run18,game2,8,1
heterogeneous,1638,config_1638_game2_heterogeneous_random_n8_rho_0p1365347919384111_theta_0p8_run20,game2,8,1
heterogeneous,1665,config_1665_game2_heterogeneous_random_n8_rho_0p9_theta_0p2_run05,game2,8,1
heterogeneous,1671,config_1671_game2_heterogeneous_random_n8_rho_0p9_theta_0p2_run11,game2,8,1
heterogeneous,1673,config_1673_game2_heterogeneous_random_n8_rho_0p9_theta_0p2_run13,game2,8,1
heterogeneous,1676,config_1676_game2_heterogeneous_random_n8_rho_0p9_theta_0p2_run16,game2,8,1
heterogeneous,1677,config_1677_game2_heterogeneous_random_n8_rho_0p9_theta_0p2_run17,game2,8,1
heterogeneous,1678,config_1678_game2_heterogeneous_random_n8_rho_0p9_theta_0p2_run18,game2,8,1
heterogeneous,1680,config_1680_game2_heterogeneous_random_n8_rho_0p9_theta_0p2_run20,game2,8,1
heterogeneous,1711,config_1711_game2_heterogeneous_random_n8_rho_0p9_theta_0p8_run09,game2,8,1
heterogeneous,1718,config_1718_game2_heterogeneous_random_n8_rho_0p9_theta_0p8_run16,game2,8,1
heterogeneous,1720,config_1720_game2_heterogeneous_random_n8_rho_0p9_theta_0p8_run18,game2,8,1
heterogeneous,1721,config_1721_game2_heterogeneous_random_n8_rho_0p9_theta_0p8_run19,game2,8,1
heterogeneous,1749,config_1749_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run05,game2,10,1
heterogeneous,1751,config_1751_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run07,game2,10,1
heterogeneous,1754,config_1754_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run10,game2,10,1
heterogeneous,1755,config_1755_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run11,game2,10,1
heterogeneous,1760,config_1760_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run16,game2,10,1
heterogeneous,1761,config_1761_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run17,game2,10,1
heterogeneous,1762,config_1762_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run18,game2,10,1
heterogeneous,1764,config_1764_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p2_run20,game2,10,1
heterogeneous,1790,config_1790_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p8_run04,game2,10,1
heterogeneous,1795,config_1795_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p8_run09,game2,10,1
heterogeneous,1799,config_1799_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p8_run13,game2,10,1
heterogeneous,1802,config_1802_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p8_run16,game2,10,1
heterogeneous,1803,config_1803_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p8_run17,game2,10,1
heterogeneous,1804,config_1804_game2_heterogeneous_random_n10_rho_0p10615795122401363_theta_0p8_run18,game2,10,1
heterogeneous,1829,config_1829_game2_heterogeneous_random_n10_rho_0p9_theta_0p2_run01,game2,10,1
heterogeneous,1838,config_1838_game2_heterogeneous_random_n10_rho_0p9_theta_0p2_run10,game2,10,1
heterogeneous,1839,config_1839_game2_heterogeneous_random_n10_rho_0p9_theta_0p2_run11,game2,10,1
heterogeneous,1840,config_1840_game2_heterogeneous_random_n10_rho_0p9_theta_0p2_run12,game2,10,1
heterogeneous,1843,config_1843_game2_heterogeneous_random_n10_rho_0p9_theta_0p2_run15,game2,10,1
heterogeneous,1845,config_1845_game2_heterogeneous_random_n10_rho_0p9_theta_0p2_run17,game2,10,1
heterogeneous,1848,config_1848_game2_heterogeneous_random_n10_rho_0p9_theta_0p2_run20,game2,10,1
heterogeneous,1872,config_1872_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run02,game2,10,1
heterogeneous,1874,config_1874_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run04,game2,10,1
heterogeneous,1879,config_1879_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run09,game2,10,1
heterogeneous,1881,config_1881_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run11,game2,10,1
heterogeneous,1883,config_1883_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run13,game2,10,1
heterogeneous,1884,config_1884_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run14,game2,10,1
heterogeneous,1886,config_1886_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run16,game2,10,1
heterogeneous,1889,config_1889_game2_heterogeneous_random_n10_rho_0p9_theta_0p8_run19,game2,10,1
heterogeneous,2086,config_2086_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p2_run06,game3,4,1
heterogeneous,2089,config_2089_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p2_run09,game3,4,1
heterogeneous,2093,config_2093_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p2_run13,game3,4,1
heterogeneous,2134,config_2134_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p8_run12,game3,4,1
heterogeneous,2136,config_2136_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p8_run14,game3,4,1
heterogeneous,2137,config_2137_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p8_run15,game3,4,1
heterogeneous,2141,config_2141_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p8_run19,game3,4,1
heterogeneous,2142,config_2142_game3_heterogeneous_random_n4_sigma_0p2_alpha_0p8_run20,game3,4,1
heterogeneous,2170,config_2170_game3_heterogeneous_random_n4_sigma_0p5_alpha_0p2_run06,game3,4,1
heterogeneous,2172,config_2172_game3_heterogeneous_random_n4_sigma_0p5_alpha_0p2_run08,game3,4,1
heterogeneous,2183,config_2183_game3_heterogeneous_random_n4_sigma_0p5_alpha_0p2_run19,game3,4,1
heterogeneous,2254,config_2254_game3_heterogeneous_random_n6_sigma_0p2_alpha_0p2_run06,game3,6,1
heterogeneous,2256,config_2256_game3_heterogeneous_random_n6_sigma_0p2_alpha_0p2_run08,game3,6,1
heterogeneous,2260,config_2260_game3_heterogeneous_random_n6_sigma_0p2_alpha_0p2_run12,game3,6,1
homogeneous,219,config_0219_game1_homogeneous_adversary_n4_comp_0p0_gpt_4o_mini_2024_07_18_last_seed1,game1,4,1
homogeneous,253,config_0253_game1_homogeneous_control_n4_comp_0p25_seed1,game1,4,1
homogeneous,256,config_0256_game1_homogeneous_adversary_n4_comp_0p25_amazon_nova_micro_v1p0_first_seed2,game1,4,1
homogeneous,262,config_0262_game1_homogeneous_adversary_n4_comp_0p25_gpt_4o_mini_2024_07_18_last_seed2,game1,4,1
homogeneous,263,config_0263_game1_homogeneous_adversary_n4_comp_0p25_claude_sonnet_4_20250514_first_seed1,game1,4,1
homogeneous,267,config_0267_game1_homogeneous_adversary_n4_comp_0p25_gemini_2p5_pro_first_seed1,game1,4,1
homogeneous,297,config_0297_game1_homogeneous_adversary_n4_comp_0p5_amazon_nova_micro_v1p0_first_seed1,game1,4,1
homogeneous,346,config_0346_game1_homogeneous_adversary_n4_comp_0p75_gpt_4o_mini_2024_07_18_last_seed2,game1,4,1
homogeneous,348,config_0348_game1_homogeneous_adversary_n4_comp_0p75_claude_sonnet_4_20250514_first_seed2,game1,4,1
homogeneous,354,config_0354_game1_homogeneous_adversary_n4_comp_0p75_gemini_2p5_pro_last_seed2,game1,4,1
homogeneous,470,config_0470_game1_homogeneous_adversary_n6_comp_0p25_gpt_4o_mini_2024_07_18_first_seed2,game1,6,1
homogeneous,471,config_0471_game1_homogeneous_adversary_n6_comp_0p25_gpt_4o_mini_2024_07_18_last_seed1,game1,6,1
homogeneous,472,config_0472_game1_homogeneous_adversary_n6_comp_0p25_gpt_4o_mini_2024_07_18_last_seed2,game1,6,1
homogeneous,475,config_0475_game1_homogeneous_adversary_n6_comp_0p25_claude_sonnet_4_20250514_last_seed1,game1,6,1
homogeneous,507,config_0507_game1_homogeneous_adversary_n6_comp_0p5_amazon_nova_micro_v1p0_first_seed1,game1,6,1
homogeneous,511,config_0511_game1_homogeneous_adversary_n6_comp_0p5_gpt_4o_mini_2024_07_18_first_seed1,game1,6,1
homogeneous,514,config_0514_game1_homogeneous_adversary_n6_comp_0p5_gpt_4o_mini_2024_07_18_last_seed2,game1,6,1
homogeneous,554,config_0554_game1_homogeneous_adversary_n6_comp_0p75_gpt_4o_mini_2024_07_18_first_seed2,game1,6,1
homogeneous,558,config_0558_game1_homogeneous_adversary_n6_comp_0p75_claude_sonnet_4_20250514_first_seed2,game1,6,1
homogeneous,562,config_0562_game1_homogeneous_adversary_n6_comp_0p75_gemini_2p5_pro_first_seed2,game1,6,1
homogeneous,564,config_0564_game1_homogeneous_adversary_n6_comp_0p75_gemini_2p5_pro_last_seed2,game1,6,1
homogeneous,596,config_0596_game1_homogeneous_adversary_n6_comp_1p0_gpt_4o_mini_2024_07_18_first_seed2,game1,6,1
homogeneous,598,config_0598_game1_homogeneous_adversary_n6_comp_1p0_gpt_4o_mini_2024_07_18_last_seed2,game1,6,1
homogeneous,606,config_0606_game1_homogeneous_adversary_n6_comp_1p0_gemini_2p5_pro_last_seed2,game1,6,1
homogeneous,610,config_0610_game1_homogeneous_adversary_n6_comp_1p0_gpt_5p4_high_last_seed2,game1,6,1
homogeneous,631,config_0631_game1_homogeneous_control_n8_comp_0p0_seed1,game1,8,1
homogeneous,634,config_0634_game1_homogeneous_adversary_n8_comp_0p0_amazon_nova_micro_v1p0_first_seed2,game1,8,1
homogeneous,638,config_0638_game1_homogeneous_adversary_n8_comp_0p0_gpt_4o_mini_2024_07_18_first_seed2,game1,8,1
homogeneous,640,config_0640_game1_homogeneous_adversary_n8_comp_0p0_gpt_4o_mini_2024_07_18_last_seed2,game1,8,1
homogeneous,643,config_0643_game1_homogeneous_adversary_n8_comp_0p0_claude_sonnet_4_20250514_last_seed1,game1,8,1
homogeneous,673,config_0673_game1_homogeneous_control_n8_comp_0p25_seed1,game1,8,1
homogeneous,675,config_0675_game1_homogeneous_adversary_n8_comp_0p25_amazon_nova_micro_v1p0_first_seed1,game1,8,1
homogeneous,715,config_0715_game1_homogeneous_control_n8_comp_0p5_seed1,game1,8,1
homogeneous,716,config_0716_game1_homogeneous_control_n8_comp_0p5_seed2,game1,8,1
homogeneous,719,config_0719_game1_homogeneous_adversary_n8_comp_0p5_amazon_nova_micro_v1p0_last_seed1,game1,8,1
homogeneous,722,config_0722_game1_homogeneous_adversary_n8_comp_0p5_gpt_4o_mini_2024_07_18_first_seed2,game1,8,1
homogeneous,723,config_0723_game1_homogeneous_adversary_n8_comp_0p5_gpt_4o_mini_2024_07_18_last_seed1,game1,8,1
