experiment_group,config_id,game,game_type,n_agents,run_name,agent_id,round,phase,interaction_phase,proposal_repair_attempt,model_name,model_normalized,parse_error_type,parse_error_message,error_cause,current_parser_parseable,raw_preview,n_gt_2,arena_elo
homogeneous,2607,game3,co_funding,10,config_2607_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed1,Agent_1,3,proposal,proposal_round_3_invalid_attempt_0,0.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 3 column 5 (char 149)",missing comma/quote delimiter,True,"{\n    ""contributions"": [0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0]\n    ""reasoning"": ""Increased contribution to Riverside Shade to secure the first phase, allocated 4 units to Riverwalk and 2 units to Lakeside to maintain momentum for my strategic priorities""\n}",True,1240
homogeneous,2607,game3,co_funding,10,config_2607_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed1,Agent_1,3,proposal,proposal_round_3_invalid_attempt_1,1.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 3 column 5 (char 149)",missing comma/quote delimiter,True,"{\n    ""contributions"": [0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0]\n    ""reasoning"": ""I’m contributing 10 units to Riverside Shade to ensure it gets funded, 4 units to Riverwalk to signal my interest, and 2 units to Lakeside to signal my interest, balancing immediate and future priorities.""\n}",True,1240
homogeneous,2607,game3,co_funding,10,config_2607_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed1,Agent_5,4,private_thinking,private_thinking_round_4,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 7 column 3 (char 1231)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""Round 4 operates with a fresh 10-unit budget. Riverside Shade has already been targeted as the top priority in prior rounds, but within this round its funding target (28) cannot be achieved by a single 10-unit move. The most impactful use of Round 4 funds is to advance the two-phase plan: lock Riverwalk as the lead second phase with the fixed 4/4/5 core, and keep Lakeside as a crisply defined backup. A cushion to 33 is only viable if we can secure auditable, time-bound second-",True,1337
homogeneous,2607,game3,co_funding,10,config_2607_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed1,Agent_4,6,private_thinking,private_thinking_round_6,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 726 (char 727),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""Round 6 presents a tight two-phase path but our fixed budget is only 10. Riverside Shade requires a coordinated in-round commitment from multiple agents to reach 28; with only 10 on hand, we cannot fund the first phase unilaterally. The strongest leverage is to push for auditable round-wide commitments to Riverside Shade (28) and the Riverwalk-led second phase (13) in the same round, then be ready to backfill Lakeside as a fallback if Riverwalk stalls. The prior rounds show br",True,1337
homogeneous,2607,game3,co_funding,10,config_2607_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed1,Agent_1,7,proposal,proposal_round_7_invalid_attempt_0,0.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 4 column 1 (char 145)",missing comma/quote delimiter,False,"{\n    ""contributions"": [0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]\n\n**YOUR TURN:**\nPlease respond to the group with your proposed contributions for Round 7 and let's work together to achieve a successful funding outcome.",True,1240
homogeneous,2607,game3,co_funding,10,config_2607_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed1,Agent_1,8,proposal,proposal_round_8_invalid_attempt_0,0.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 28 column 1 (char 247)",missing comma/quote delimiter,False,"{\n  ""contributions"": [\n    0.0,\n    0.0,\n    0.0,\n    3.0,\n    4.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    2.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0\n}",True,1240
homogeneous,2608,game3,co_funding,10,config_2608_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed2,Agent_7,2,private_thinking,private_thinking_round_2,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 12 column 3 (char 1909)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""With a fixed 10-unit budget this round, the immediate, guaranteed baseline is Hillcrest ADA (already funded by Agent_2 in prior rounds). To maximize momentum and keep multi-round momentum intact, the most efficient use of Round 2 funds is to start or advance two high-utility items that can be staged: Parkside Adventure Playground and Riverwalk Bottle-Fill Stations. This creates a clean, two-lead setup that pushes toward completion in subsequent rounds while Oak Crosswalk and o",True,1337
homogeneous,2608,game3,co_funding,10,config_2608_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed2,Agent_1,3,proposal,proposal_round_3_invalid_attempt_1,1.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 3 column 5 (char 153)",missing comma/quote delimiter,True,"{\n    ""contributions"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]\n    ""reasoning"": ""Focus on Parkside and Restroom to maximize impact while maintaining a safety baseline.""\n}",True,1240
homogeneous,2608,game3,co_funding,10,config_2608_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_first_seed2,Agent_1,3,proposal,proposal_round_3_invalid_attempt_2,2.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 28 column 1 (char 248)",missing comma/quote delimiter,False,"```json\n{\n  ""contributions"": [\n    0.0,\n    0.0,\n    5.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0,\n    0.0, \n    0.0,\n    0.0,\n    0.0,\n    0.0\n}\n```",True,1240
homogeneous,2609,game3,co_funding,10,config_2609_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_last_seed1,Agent_10,4,proposal,proposal_round_4_invalid_attempt_0,0.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 3 column 5 (char 153)",missing comma/quote delimiter,True,"{\n    ""contributions"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]\n    ""reasoning"": ""Concentrate on high-impact, cost-effective projects within the next round's budget limits. Fund the West End Food Pantry Cold Storage with priority, followed by the Brighton Community Garden Tool Shed and the Civic Center Emergency Generator.""\n}",True,1240
homogeneous,2609,game3,co_funding,10,config_2609_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_last_seed1,Agent_3,6,private_thinking,private_thinking_round_6,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 5 column 3 (char 2199)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""Round 6/10 operates under a strict 9-unit budget. There is no funded item available at cost <=9 besides allocating to the existing 6/3 core (Ash Street 6 and Pine Terrace 3). To enable Riverside Shade as a credible Round 6 pivot, we must reallocate from the core (e.g., shift 1 unit from Pine Terrace to Riverside Shade) and accept an adjusted core (5/4) so the total remains 9 while funding Riverside Shade (+3). If we preserve the 6/3 core intact, Riverside Shade cannot be funde",True,1337
homogeneous,2609,game3,co_funding,10,config_2609_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_last_seed1,Agent_10,7,proposal,proposal_round_7_invalid_attempt_0,0.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 3 column 5 (char 153)",missing comma/quote delimiter,True,"{\n    ""contributions"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]\n    ""reasoning"": ""Brief explanation of your contribution strategy""\n}",True,1240
homogeneous,2611,game3,co_funding,10,config_2611_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed1,Agent_6,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 8 column 98 (char 2016),unescaped newline/control char in JSON string,True,"{\n  ""reasoning"": ""Current round budget is 10. Elm Street is the clear bottleneck for a durable Parkside+Elm Street core, but the combined core cost (33) exceeds a single-actor budget, and Parkside locking requires multiple agents (Agent_2 has 10, Agent_3 has 5). With only 10 units available this round, we should target a credible Elm Street push while securing a reasonable companion for momentum through a lower-cost, meaningful complement (e.g., Lincoln Ave or Riverside). Elm Street is the high",True,1337
homogeneous,2611,game3,co_funding,10,config_2611_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed1,Agent_3,6,private_thinking,private_thinking_round_6,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 11 column 203 (char 1853),unescaped newline/control char in JSON string,True,"{\n  ""reasoning"": ""Round 6 operates under a fixed 10-unit budget each round, with Elm Street already funded (off-round this cycle) and Parkside as the main anchor at 15. The prior rounds show Elm Street as the critical bottleneck; without reaching 18 beyond the current stance, the durable 33-core (Parkside + Elm Street) cannot be realized. Given the public signals and private dynamics, the prudent move is to reinforce Parkside while keeping Elm Street sealed for this round, and use lightweight f",True,1337
homogeneous,2611,game3,co_funding,10,config_2611_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed1,Agent_2,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Expecting ':' delimiter: line 4 column 221 (char 1005),missing colon delimiter,False,"{\n  ""reasoning"": ""The round centers on Elm Street Rain Gardens as the shared centerpiece. Several peers are pushing Elm toward the 18 threshold, and multiple backups exist (Parkside Round 2, Lincoln as near-funded fallback, Riverside Shade as flexible pivot). Given a fixed Round 1 budget of 10, the most impactful approach is to shore up Elm with a small top-up to ensure a clean win, while also signaling support for near-funded Lincoln and a flexible near-funded path via Riverside Shade. This pr",True,1337
homogeneous,2612,game3,co_funding,10,config_2612_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed2,Agent_9,4,private_thinking,private_thinking_round_4,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 11 column 153 (char 1621),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""Round 4 must be a disciplined, two-coalition push within the 10-unit per-agent cap. Pollinator Garden Network (cost 29) and Lakeside Youth Soccer Field Drainage (cost 20) remain the focal point given prior interest and momentum. Dog Park is already a Round-1 win and should not drain Round-4 resources. Elm Street Rain Gardens stays a horizon lead unless a credible Round-4 champion emerges. With round-2 dynamics behind us, the group will likely push moderate commitments across b",True,1337
homogeneous,2612,game3,co_funding,10,config_2612_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed2,Agent_4,8,private_thinking,private_thinking_round_8,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 704 (char 705),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""Round 7 failed to secure two-thirds, so momentum now must be rebuilt with smaller, coalition-focused seeds. The two coalitions with the strongest near-term potential are Pollinator Garden Network (PGN) and Lakeside Youth Soccer Field Drainage. Dog Park is a settled Round 1 win; Elm Street Rain Gardens remains horizon unless a credible Round-6/7 leader surfaces. A disciplined two-coalition strategy minimizes cross-agent risk and preserves budget discipline while signaling inten",True,1337
homogeneous,2613,game3,co_funding,10,config_2613_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,Agent_7,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 6 column 1 (char 1566)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""With a fixed round budget of 10 and the Lincoln anchor being cost-inefficient for our round-1 payment, the only feasible fundable option under 10 that also offers meaningful value is the Dog Park (cost 10, value 5). Most other high-value items either exceed the round budget or require multi-agent contributions to reach Lincoln (19 total) to enable a Harborview/Hillcrest follow-up. Therefore, focusing entirely on a single, clean, low-friction item aligns with budget discipline ",True,1337
homogeneous,2613,game3,co_funding,10,config_2613_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,Agent_6,2,private_thinking,private_thinking_round_2,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 12 column 3 (char 2180)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""Round 2 budget is only 10 units. Lincoln Avenue Streetlight Upgrades requires 19 to fund and cannot be completed this round, given prior aggregates. The strongest near-term, reliable win is Harborview Bus Shelter Canopies (value 10, cost 27) combined with Hillcrest ADA Sidewalk Repairs (value 8, cost 15) as a clean 10-unit coalition is not directly aligned to the cost constraint; instead, the most efficient, high-impact use of 10 units is Harborview Canopies (6) + Hillcrest AD",True,1337
homogeneous,2613,game3,co_funding,10,config_2613_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,Agent_4,5,private_thinking,private_thinking_round_5,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 743 (char 744),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""With a hard 10-unit budget and Lincoln 19 requiring a combined 10/9 (or 9/10) public commitment, there is no clean way to fund Lincoln to 19 and simultaneously lock Harborview/Hillcrest in Round 5. The strongest, lowest-risk path remains to anchor on Harborview Canopies (6) + Hillcrest ADA (4) as the round’s substantive two-item win if Lincoln falters, while treating Lincoln 19 as a future-round target that requires credible multi-agent pledges. If the group privately signals ",True,1337
homogeneous,2613,game3,co_funding,10,config_2613_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,Agent_4,6,private_thinking,private_thinking_round_6,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Expecting value: line 4 column 22 (char 1366),missing value or truncated JSON,False,"{\n  ""reasoning"": ""Round 6 presents a tight 10-unit budget with Lincoln 19 as the anchor. The most reliable way to achieve a substantive round is to secure the post-Lincoln two-item coalition (Harborview Canopies 6 and Hillcrest ADA 4) as a guaranteed fallback if Lincoln cannot hit 19 in this round. However, to actually realize Lincoln 19 this round, we would need credible multi-agent commitments to a 10/9 split (Agent_1: 10, Agent_2: 9) or a carefully signaled 9/10 that still guarantees 19 and ",True,1337
homogeneous,2613,game3,co_funding,10,config_2613_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,Agent_2,5,private_thinking,private_thinking_round_5,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 8 column 44 (char 1627)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""The Round 5 context reinforces a tight 10-unit cap with a strong, shared preference for Lincoln as a safety anchor, Harborview for transit value, and Northside HVAC for community well-being. Past rounds show 4/4/2 as the defensible baseline when Lincoln is explicitly framed; however, there is actionable evidence that a flexible middle-ground (3/4/3) or a disciplined contingency (4/6 Harborview+Restroom) can broaden coalitions if the third item needs to shift without breaking t",True,1337
homogeneous,2613,game3,co_funding,10,config_2613_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,Agent_2,2,private_thinking,private_thinking_round_2,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Expecting value: line 4 column 22 (char 1655),missing value or truncated JSON,False,"{\n  ""reasoning"": ""Round 2 operates under a strict 10-unit budget. The prevailing momentum centers on Lincoln Avenue Streetlight Upgrades (6) + Hillcrest ADA Sidewalk Repairs (4) as the defensible safety+accessibility backbone. This pairing has the strongest case for a 7/10 coalition if momentum remains safety-focused and offers clear, defendable narrative grounds. Pivot options exist to test livability breadth (Pivot A: Meadowbrook + Harborview) or a safety+livability balance (Pivot B: Lincoln ",True,1337
homogeneous,2613,game3,co_funding,10,config_2613_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,Agent_7,9,private_thinking,private_thinking_round_9,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 815 (char 816),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""Round 9/10 budget is 10 units. Prior aggregates show mixed momentum toward livability with some strong safety signals. The strongest near-term path to a 2/3 coalition is to test a livability pivot that preserves Lincoln’s safety signaling while expanding appeal. Pivot B (lead livability: Lincoln Streetlights + Pollinator Garden Network) offers the cleanest, most defensible 2-item combination within 10 units. Pivot A remains a viable fallback if Pivot B stalls, providing a broa",True,1337
homogeneous,2614,game3,co_funding,10,config_2614_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed2,Agent_3,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 733 (char 734),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""The prevailing play across agents centers on Harborview Bus Shelter Canopies as the anchor with Meadowbrook Traffic Calming Islands as the strongest companion. All-round sentiment supports a 10-unit Round 1 core of 6 for Harborview and 4 for Meadowbrook, preserving a straightforward path to a >2/3 coalition in Round 2 by adding a mid-tier (Lincoln or Maple) if needed. Other high-value items (Maple Library Study Room Renovation, Downtown Public Restroom Renovation, Elm Street S",True,1337
homogeneous,2615,game3,co_funding,10,config_2615_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_claude_sonnet_4_20250514_first_seed1,Agent_7,6,private_thinking,private_thinking_round_6,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid \escape: line 2 column 799 (char 800),invalid escape sequence,False,"{\n  ""reasoning"": ""Round 6 presents a tight budget with two meaningful high-value paths: Night Lights and Pine Terrace Tree Canopy. The prior rounds show Night Lights is the near-term prize only with a credible 4–6 unit coalition, while Pine Canopy remains a viable hedge but requires explicit 2–4 unit pledges from 2–3 peers to reach 14. With a fixed 10-unit budget, funding both core items (14/14) is not feasible this round; instead, we should target a credible, near-term closure on Night Lights ",True,1337
homogeneous,2622,game3,co_funding,10,config_2622_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gemini_2p5_pro_last_seed2,Agent_2,1,private_thinking,private_thinking_round_1,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 6 column 1 (char 2103)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""High-level strategic view: The group is coordinating around a two-stage pattern (seed Round 1, then a larger, multi-round coalition). With a 10-unit round, the only items realistically fundable in Round 1 are dog-park-like gateways (low cost) and potentially Pollinator if Agent_1 commits now. The dominant high-value targets (HVAC and Maple) require cross-round coalitions. My read: seed Dog Park now (signals cooperation); keep 7 units in reserve for Round 2–3 HVAC as the backbo",True,1337
homogeneous,2622,game3,co_funding,10,config_2622_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gemini_2p5_pro_last_seed2,Agent_1,2,private_thinking,private_thinking_round_2,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 13 column 3 (char 2344)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""Given the updated cost data and the round-2/10 framing, the only truly viable near-term funding options within a 10-unit budget are gateway seeds and coordinating for larger items in Round 2. Maple Library Renovation (18) remains the most strategic target for a Maple-led coalition, but it requires 3–4 peers contributing 3–5 each (i.e., 9–20 beyond our own input). The Dog Park seed (17) is too expensive for a solo Round-1 stake, but a 3-unit seed is plausible as a signal if mul",True,1337
homogeneous,2622,game3,co_funding,10,config_2622_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gemini_2p5_pro_last_seed2,Agent_9,8,private_thinking,private_thinking_round_8,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Expecting value: line 4 column 22 (char 1924),missing value or truncated JSON,False,"{\n  ""reasoning"": ""We’re tight on a 10-unit round budget and two big-ticket items (Maple 18 and HVAC 29) cannot be closed in a single round. The only clearly fundable item today by a single 10-unit slice is Pollinator Garden Network (cost 10) — but doing so sacrifices progress on Maple and HVAC this round. The group’s history shows a persistent loop around big round-closures without credible multi-agent commitments. The efficient path is to seed gateway items today to build a two-round ladder: s",True,1337
homogeneous,2648,game3,co_funding,10,config_2648_game3_homogeneous_control_n10_sigma_0p5_alpha_0p2_seed2,Agent_9,3,private_thinking,private_thinking_round_3,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 712 (char 713),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""With a hard 25-unit cap, the strongest move is to lock a defendable PGN-free baseline as the default (highly visible, broadly valued benefits: transit, greenspace, modest tech). The PGN-centered option remains a credible contingency but cannot be the default unless momentum clearly coalesces to a two-thirds cross‑party backing. Past aggregates show safety/critical infrastructure items (like a generator) and other high-valuation items exist, but they either exceed the cap when ",True,1337
homogeneous,2648,game3,co_funding,10,config_2648_game3_homogeneous_control_n10_sigma_0p5_alpha_0p2_seed2,Agent_8,9,private_thinking,private_thinking_round_9,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,Invalid control character at: line 2 column 734 (char 735),unescaped newline/control char in JSON string,False,"{\n  ""reasoning"": ""Budget discipline is paramount: 25 units total per round. The historical pattern shows PGN-free baseline (12,8,4,1) consistently offers the strongest path to a two-thirds coalition when endorsed broadly. PGN-centered (22/3) remains a credible pivot but only triggers with a clearly credible cross-party coalition (roughly 5–6 endorsements) and a transparent cost plan. Given the current aggregates, several high-value items either overshoot or require broad consensus; those should",True,1337
homogeneous,2648,game3,co_funding,10,config_2648_game3_homogeneous_control_n10_sigma_0p5_alpha_0p2_seed2,Agent_3,10,private_thinking,private_thinking_round_10,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 8 column 42 (char 1283)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""Strategic context: budget fixed at 25, with a divided field. The strongest near-term path to a two-thirds coalition is a clean PGN-free package that bundles city-wide transit visibility, greenspace, and a modest tech lift. The PGN-centered option remains credible but should only be activated once a credible bloc (roughly 5–6 endorsements) and a transparent cost narrative exist. High-cost contested items should be deprioritized unless coalition alignment is explicit. Round 9/10",True,1337
homogeneous,2649,game3,co_funding,10,config_2649_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p2_amazon_nova_micro_v1p0_first_seed1,Agent_6,2,private_thinking,private_thinking_round_2,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 6 column 1 (char 2015)",missing comma/quote delimiter,False,"{\n  ""reasoning"": ""Round 2 operates under a strict 25-unit budget with a cooperative, coalition-driven dynamic. The strongest ecological/health backbone remains Pollinator Garden Network and Riverwalk Bottle-Fill Stations, complemented by targeted accessibility and a safety signal. Most high-value items (Riverwalk, Pollinator effectiveness) have budget or coalition sensitivities, so a baseline core that balances ecology, accessibility, and safety signals is optimal. Given prior aggregates, Linco",True,1337
homogeneous,2649,game3,co_funding,10,config_2649_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p2_amazon_nova_micro_v1p0_first_seed1,Agent_7,2,private_thinking,private_thinking_round_2,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 5 column 98 (char 1500)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""Round 2 operates with a strict 25-unit budget and already-aggregated signals show a strong preference for the ecological/health backbone (Pollinator Garden Network and Riverwalk Bottle-Fill Stations). Most agents are reluctant to crowd Round 2 with safety items unless a robust 2/3 majority justifies expanding Round 1. The prior round’s positive signals indicate Pollinator + Riverwalk as core anchors, with Cedar Pool Access Lift and Eastgate Court Night Lights as credible, mode",True,1337
homogeneous,2649,game3,co_funding,10,config_2649_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p2_amazon_nova_micro_v1p0_first_seed1,Agent_1,5,proposal,proposal_round_5_invalid_attempt_0,0.0,amazon/nova-micro-v1,amazon-nova-micro-v1.0,JSONDecodeError,"Expecting ',' delimiter: line 3 column 5 (char 155)",missing comma/quote delimiter,True,"{\n    ""contributions"": [0.0, 0.0, 10.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0]\n    ""reasoning"": ""Focusing on underfunded projects like Cedar Pool Access Lift and West End Food Pantry Cold Storage to close the funding gaps while keeping our ecological backbone projects Pollinator Garden Network and Riverwalk Bottle-Fill Stations in play.""\n}",True,1240
homogeneous,2649,game3,co_funding,10,config_2649_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p2_amazon_nova_micro_v1p0_first_seed1,Agent_5,6,private_thinking,private_thinking_round_6,,gpt-5-nano,gpt-5-nano-high,JSONDecodeError,"Expecting ',' delimiter: line 8 column 42 (char 1319)",missing comma/quote delimiter,True,"{\n  ""reasoning"": ""Round 6/10, fixed 25-unit budget. The aggregates show Pollinator Garden Network and Riverwalk Bottle-Fill Stations are the strongest, broadly supported ecological/health backbone, but Riverwalk alone at 28 cost cannot fit in 25 this round. The Round 5 discussion choices previously favored a clean ecological backbone with a single high-visibility service item; attempts to load many items in one round exceeded budget and risked collapsing coalition support. Moving forward, a tig",True,1337
